,aid,themes,scores,title,types,year,directors,thems_map
260,uwc5bonfpywnhyw,"['团队合作', '反恐任务', '勇气与决定', '忠诚与承诺', '军事行动', '职业道德']","[10.0, 10.0, 9.0, 9.0, 9.0, 8.0]",海豹突击队,['剧情' '动作'],2008,['Mark C. Andrews'],"['团结与合作', '反恐任务', '勇敢与决心', '忠诚与信任', '军事行动', '职业道德']"
261,mzc0020071bvuoe,"['女性力量与平等', '复仇与救赎', '友谊', '成长与自我发现', '忠诚与承诺', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",魅影狂花,['爱情' '动作'],,['徐亮'],"['女性力量与平等', '复仇与正义', '友谊', '成长与自我发现', '忠诚与信任', '真相与谎言']"
262,4zjqix14x3nyntt,"['汽车文化', '成长与自我发现', '真诚与友谊', '励志', '乐观向上', '团队合作']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",赛车总动员3：极速挑战,['冒险' '喜剧' '动画'],2017,['Brian Fee'],"['汽车文化', '成长与自我发现', '友谊', '家族支持与励志', '乐观向上', '团结与合作']"
263,egtq4vion0bv48w,"['友谊', '成长与自我发现', '人类与机器人的关系', '勇气与决定', '冒险精神', '爱与关怀']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,['奇幻' '冒险' '动画'],2016,['汤山邦彦'],"['友谊', '成长与自我发现', '人类与自然的关系', '勇敢与决心', '冒险精神', '亲情与关怀']"
264,mzc00200iqbbtj2,"['公益与救助', '家庭与团圆', '自我成长与挑战', '希望与坚持', '传递爱心', '社会责任与关爱']","[10.0, 9.0, 8.0, 8.0, 8.0, 8.0]",星光,['短片' '公益' '剧情'],,['梁淞'],"['公益与救助', '家庭与团圆', '自我与成长', '信念与坚持', '传递爱心', '社会责任与关爱']"
265,hz9rig11i48d82k,['困境与挑战'],[10.0],6级暴逃,['犯罪' '冒险' '动作'],2006,['Hansjörg Thurn'],['生存与挑战']
266,l9vxrwfdjcw1q4g,"['家庭与团圆', '友谊与信任', '重拾信任', '自我救赎', '团队合作']","[10.0, 9.0, 9.0, 8.0, 7.0]",速度与激情8,['惊悚' '冒险' '犯罪' '动作'],2017,['F·加里·格雷'],"['家庭与团圆', '忠诚与信任', '重拾信任', '自我救赎', '团结与合作']"
267,9e5hjtvqupqirv9,"['正义与邪恶', '友谊与团结', '信念与勇气', '忠诚与承诺', '魔法与传说', '成长与自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",哈利·波特与凤凰社,['奇幻' '冒险' '悬疑'],2007,['大卫·叶茨'],"['正义与清明', '友谊', '信念与坚持', '忠诚与信任', '神话与传说', '成长与自我发现']"
268,vujz34qxqt9en53,"['人类与魔法生物的冲突', '正义与邪恶', '信任与背叛']","[9.0, 8.0, 7.0]",最后的巫师猎人,['奇幻' '冒险' '动作' '惊悚'],2015,['布瑞克·埃斯纳尔'],"['人类与魔法生物的冲突', '正义与清明', '信任与背叛']"
269,mzc00200zlh907s,"['职业道德', '家庭与团圆', '成长与自我发现', '道义与法律', '忠诚与承诺', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",人生大事,['剧情' '家庭'],2022,['刘江江'],"['职业道德', '家庭与团圆', '成长与自我发现', '道义与背叛', '忠诚与信任', '勇敢与决心']"
270,mxwqna0wtgezxzk,"['青春与成长', '友谊', '教育', '成长', '自我发现', '校园生活']","[9.0, 9.0, 8.0, 8.0, 8.0, 8.0]",逃学威龙,['爱情' '喜剧' '动作' '搞笑'],1991,['陈嘉上'],"['亲情与成长', '友谊', '教育', '成长与自我发现', '成长与自我发现', '校园生活']"
271,babks6vmrn25n9c,"['人类与自然的关系', '生存与挑战', '力量与责任', '勇气与决定', '人类与魔法生物的冲突', '正义与邪恶']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",哥斯拉大战金刚,['冒险' '科幻' '动作'],2021,['亚当·温加德'],"['人类与自然的关系', '生存与挑战', '力量与责任', '勇敢与决心', '人类与魔法生物的冲突', '正义与清明']"
272,mzc00200kzadcff,"['父女关系', '自我成长', '勇气与冒险', '亲情与成长', '困境与挑战']","[10.0, 9.0, 8.0, 8.0, 7.0]",龙马精神,['剧情' '喜剧' '动作'],2022,['杨子'],"['父子关系', '自我与成长', '勇气与决定', '亲情与成长', '生存与挑战']"
273,8s49xy13vfyjwt9,"['忠诚与团结', '江湖武侠', '传统与现代', '师徒关系', '武术传承', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",武林志,['剧情' '武侠' '动作'],1983,['张华勋'],"['忠诚与信任', '江湖武侠', '传统与现代', '师徒关系', '武术传承', '勇敢与决心']"
274,7wq86ys99hc01pp,"['家庭与团圆', '友谊', '成长与自我发现', '乐观向上', '爱情', '文化交流']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",精灵旅社3：疯狂假期,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],2018,['格恩迪·塔塔科夫斯基'],"['家庭与团圆', '友谊', '成长与自我发现', '乐观向上', '爱情', '文化交流']"
275,3xk72twalaqaku0,"['探险精神', '古墓探险', '历史与文明', '文化与传承', '友谊与信任', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",鬼吹灯之寻龙诀,['剧情' '动作' '奇幻' '悬疑' '冒险'],2015,['乌尔善'],"['冒险精神', '古墓探险', '历史和文明', '文化与传承', '忠诚与信任', '勇敢与决心']"
276,mzc0020054n0bmo,"['友谊与信任', '成长与自我发现', '勇气与决心', '音乐与舞蹈', '梦想与努力', '奇幻世界']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",魔法满屋,['奇幻' '歌舞' '动画'],2021,['杰拉德·布什' '拜伦·霍华德' '查里斯·卡斯特罗·史密斯'],"['忠诚与信任', '成长与自我发现', '勇敢与决心', '音乐与艺术', '梦想与现实', '奇幻世界']"
277,y05hg2qd2l2zdfr,"['爱国主义', '坚定信念', '爱国情怀', '抗日战争', '勇敢抵抗', '爱国与敌人斗争']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",战上海,['战争' '剧情'],1959,[],"['爱国主义', '坚持与信念', '家国情怀', '抗日战争', '勇敢抵抗', '爱国与敌人斗争']"
278,o0f74f0c3ko4yvl,"['困境与挑战', '信任与背叛', '勇气与决定', '道义与法律', '警察与侦探']","[10.0, 9.0, 8.0, 7.0, 6.0]",隧道尽头,['悬疑' '惊悚' '剧情' '犯罪'],2016,['罗德里戈·格兰德'],"['生存与挑战', '信任与背叛', '勇敢与决心', '道义与背叛', '警察与犯罪']"
279,3a4nqq7sz38l8dy,"['武侠精神', '师徒关系', '正义与邪恶', '勇气与决心', '传统武术', '友谊与信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",无敌鸳鸯腿,['武侠' '动作'],1989,['李文化'],"['武术精神', '师徒关系', '正义与清明', '勇敢与决心', '传统武术', '忠诚与信任']"
280,usn93zzxuhn26xl,"['种族歧视与平等', '冲突与和解', '人性挣扎', '信任与背叛', '社会责任与关爱', '道义与法律']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",撞车,['惊悚' '剧情' '伦理' '犯罪'],2004,['保罗·哈吉斯'],"['种族歧视与平等', '冲突与和解', '人性挣扎', '信任与背叛', '社会责任与关爱', '道义与背叛']"
281,7602nm4jmkudj24,"['正义与清明', '勇气与决定', '民族荣誉', '团队合作', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]",三进山城,['战争' '剧情'],1965,['张凤翔'],"['正义与清明', '勇敢与决心', '民族荣誉', '团结与合作', '战争与和平']"
282,u2vil3ov0xt1ojw,"['英勇无畏', '牺牲奉献', '忠诚与承诺', '爱国主义', '战争与和平', '团结与信念']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",董存瑞,['传记' '战争' '剧情'],1955,['郭维'],"['英勇无畏', '牺牲和奉献', '忠诚与信任', '爱国主义', '战争与和平', '团结与合作']"
283,cezngt65nqkg580,"['友谊与成长', '亲情与成长', '勇气与决心', '团队合作', '接受与包容']","[9.5, 9.0, 8.5, 8.0, 7.5]",玩具总动员3,['奇幻' '喜剧' '儿童' '家庭' '冒险' '动画'],2010,['李·昂克里奇'],"['友谊', '亲情与成长', '勇敢与决心', '团结与合作', '接受与包容']"
284,ln9dn13frbxaqjf,"['正义与邪恶', '忠诚和承诺', '勇气与决定', '友谊与信任', '人性挣扎', '警察与侦探']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",杀破狼2,['剧情' '犯罪' '动作'],2015,['郑保瑞'],"['正义与清明', '忠诚和承诺', '勇敢与决心', '忠诚与信任', '人性挣扎', '警察与犯罪']"
285,mzc002003vpbryd,"['守护与捍卫', '勇敢面对困境', '友谊与信任', '奇幻与超自然']","[10.0, 9.0, 8.0, 7.0]",白蛇2：青蛇劫起,['奇幻' '冒险' '动画'],2021,['黄家康'],"['守护与捍卫', '勇敢面对困境', '忠诚与信任', '奇幻与超自然']"
286,fwb4i1h9dq3rw7p,"['友谊与信任', '爱情与选择']","[9.0, 8.0]",整蛊专家,['喜剧' '爱情' '搞笑'],1991,['王晶'],"['忠诚与信任', '真爱与选择']"
287,mzc00200189u0ml,"['团队合作', '勇气与决定', '国家荣誉', '背叛与报复', '军事行动', '爱国主义']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",势不可挡,['战争' '犯罪' '动作'],2020,['聂谢芳'],"['团结与合作', '勇敢与决心', '国家荣誉', '背叛与报复', '军事行动', '爱国主义']"
288,mzc00200ru5uzko,"['正义与清明', '忠诚与团结', '勇气与决定', '信任与诚实', '敌友关系', '法律与正义']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",反击,['剧情' '动作'],2021,['赵文卓'],"['正义与清明', '忠诚与信任', '勇敢与决心', '信任与背叛', '敌友关系', '复仇与正义']"
289,ldl1811bamppdrd,"['环保意识', '人类与自然的关系', '科技与未来', '文化冲突', '勇气与决心', '团队合作']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",阿凡达,['冒险' '战争' '科幻' '动作'],2009,['詹姆斯·卡梅隆'],"['环保意识', '人类与自然的关系', '科技与未来', '文化冲突', '勇敢与决心', '团结与合作']"
290,3kmmeqthao19tcg,"['生存与挑战', '生死抉择', '灾难与生存', '人性挣扎', '勇气与决定', '团队合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",活死人黎明,['恐怖' '剧情' '动作' '科幻' '惊悚'],2004,['扎克·施奈德'],"['生存与挑战', '生死抉择', '灾难与生存', '人性挣扎', '勇敢与决心', '团结与合作']"
291,6bzhcrxr6kw4s9v,"['民间传说与传统文化', '歌舞与民间艺术', '爱情与抉择']","[10.0, 9.0, 8.0]",刘三姐,['戏曲' '剧情' '爱情' '歌舞' '音乐'],1960,['苏里'],"['文化冲突', '歌舞与民间艺术', '真爱与选择']"
292,mz2mzmmuts9r75o,"['友谊与信任', '团队合作', '勇气与决心', '冒险精神', '童趣与欢乐']","[9.5, 9.0, 8.5, 8.0, 7.5]",猫和老鼠：迷失之龙,['喜剧' '动画'],2014,['Spike Brandt' 'Tony Cervone'],"['忠诚与信任', '团结与合作', '勇敢与决心', '冒险精神', '童趣与欢乐']"
293,jssqz5j14v0aje6,"['生存与挑战', '勇气与决定', '人类与自然的关系', '困境与挑战', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0, 6.0]",鲨滩,['惊悚' '剧情' '冒险' '灾难'],2016,['佐米·希尔拉'],"['生存与挑战', '勇敢与决心', '人类与自然的关系', '生存与挑战', '勇敢面对困境']"
294,92lbu34b5yvzel6,"['生存与挑战', '环境与自然', '灾难与生存', '家庭团圆', '勇气与决心', '人类与自然的关系']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]",2012,['灾难' '科幻'],2009,['罗兰·艾默里奇'],"['生存与挑战', '环境与自然', '灾难与生存', '家庭与团圆', '勇敢与决心', '人类与自然的关系']"
295,4x8gnafucvl6plp,"['黑暗喜剧', '恐怖元素', '惊悚氛围', '幽默调和']","[9.0, 8.0, 8.0, 7.0]",恐怖旅馆,['惊悚' '喜剧' '恐怖'],2012,['郑来志'],"['黑暗喜剧', '恐怖元素', '惊悚氛围', '幽默调和']"
296,mzc002006i6ax31,"['民间信仰', '神话与传说', '勇气与决心', '传统武术', '文化与传承', '探险精神']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",山神,['奇幻' '动作'],2021,['刘定海' '邵旭飞'],"['民间信仰', '神话与传说', '勇敢与决心', '传统武术', '文化与传承', '冒险精神']"
297,ldketr321juvl9z,"['生死抉择', '勇气与决定', '忠诚与团结', '友谊与信任', '战争与和平', '国家荣誉']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",七天七夜,['战争' '剧情'],1962,['武兆堤'],"['生死抉择', '勇敢与决心', '忠诚与信任', '忠诚与信任', '战争与和平', '国家荣誉']"
298,mpunzefntvd889a,"['友谊与信任', '勇气与决心', '团队合作', '成长与自我发现', '人类与魔法生物的冲突', '正义与邪恶']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",赛尔号大电影3之战神联盟,['冒险' '儿童' '动画'],2013,['王章俊' '殷玉麒'],"['忠诚与信任', '勇敢与决心', '团结与合作', '成长与自我发现', '人类与魔法生物的冲突', '正义与清明']"
299,mzc00200hkng1au,"['儿童与成长', '家庭与团圆', '友谊', '勇气与决心', '保护环境', '冒险精神']","[10.0, 9.0, 9.0, 8.0, 7.0, 7.0]",猪猪侠大电影·恐龙日记,['动画' '儿童' '家庭'],2021,['钟彧'],"['亲情与成长', '家庭与团圆', '友谊', '勇敢与决心', '自然与环境保护', '冒险精神']"
300,mzc00200b0v0xae,"['成长与自我发现', '友谊与信任', '勇敢面对困境', '冒险精神', '儿童与成长']","[10.0, 9.0, 8.0, 7.0, 6.0]",我是霸王龙,['冒险' '动画'],,['尚铭' '思琳'],"['成长与自我发现', '忠诚与信任', '勇敢面对困境', '冒险精神', '亲情与成长']"
301,0psszmdu9yyngb4,"['忠诚与承诺', '勇气与决心', '道义与法律', '师徒关系', '传统武术']","[10.0, 9.0, 8.0, 7.0, 6.0]",武状元苏乞儿,['搞笑' '动作' '喜剧' '武侠' '古装'],1992,['陈嘉上'],"['忠诚与信任', '勇敢与决心', '道义与背叛', '师徒关系', '传统武术']"
302,mzc00200n933dbd,"['民间信仰', '阴谋与权谋', '灵异现象', '文化与传承', '人性挣扎', '惩恶扬善']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",赶尸人,['悬疑' '惊悚' '恐怖'],2022,['庞沛林'],"['民间信仰', '阴谋与权谋', '灵异现象', '文化与传承', '人性挣扎', '惩恶扬善']"
303,ktvomvijdm6s9zb,"['亲情与成长', '友谊', '勇气与决心', '阴阳冲突', '魔法与传说']","[9.0, 8.0, 8.0, 7.0, 7.0]",鬼妈妈,['动作' '惊悚' '奇幻' '家庭' '冒险' '动画'],2009,['亨利·塞利克'],"['亲情与成长', '友谊', '勇敢与决心', '阴阳冲突', '神话与传说']"
304,8aoxuf6nhwgcqni,"['青春与成长', '真爱与选择', '友谊与信任', '自我与成长', '勇气与决定']","[10.0, 9.0, 9.0, 8.0, 8.0]",昨日青空,['动画' '爱情'],2018,['奚超'],"['亲情与成长', '真爱与选择', '忠诚与信任', '亲情与成长', '勇敢与决心']"
305,dcxp2falmg4zujt,"['自信与成长', '勇气与决心', '忍耐与智慧', '师徒关系', '传统武术', '励志']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",功夫熊猫,['冒险' '喜剧' '动画' '动作'],2008,['马克·奥斯本' '约翰·斯蒂芬森'],"['儿童与成长', '勇敢与决心', '欺诈与智慧', '师徒关系', '传统武术', '家族支持与励志']"
306,e04k8j8aso5wzv5,"['忠诚与承诺', '道义与背叛', '师徒关系', '武术传承', '江湖武侠', '家族秘密']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",五台山奇情,['剧情' '武侠' '动作' '古装'],1989,['张华勋'],"['忠诚与信任', '信任与背叛', '师徒关系', '武术传承', '江湖武侠', '家族秘密']"
307,mzc00200m5qhh38,"['民族荣誉', '勇气与决心', '团队合作', '忠诚与团结', '战争与和平', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",兵临城下-虎贲,['战争' '剧情'],2021,['叶青云'],"['民族荣誉', '勇敢与决心', '团结与合作', '忠诚与信任', '战争与和平', '生死抉择']"
308,t5jqhgw8pix81mw,"['生死抉择', '真爱与牺牲', '社会阶层', '勇气与决心', '人性挣扎']","[10.0, 9.0, 8.0, 7.0, 6.0]",泰坦尼克号,['灾难' '剧情' '爱情'],1998,['詹姆斯·卡梅隆'],"['生死抉择', '真爱与选择', '社会阶层', '勇敢与决心', '人性挣扎']"
309,we35g3aduiwkudp,"['生命和死亡', '信任和诚实', '勇气和冒险', '接受和包容']","[10.0, 9.0, 8.0, 7.0]",大鱼海棠,['奇幻' '剧情' '动画'],2016,['梁旋' '张春'],"['生命和死亡', '信任和诚实', '勇气和冒险', '接受与包容']"
310,h188mdjtrh3up22,"['民族荣誉', '勇气与决定', '反恐任务', '国家荣誉', '警察与侦探', '人性挣扎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",湄公河行动,['剧情' '犯罪' '动作'],2016,['林超贤'],"['民族荣誉', '勇敢与决心', '反恐任务', '国家荣誉', '警察与犯罪', '人性挣扎']"
311,ofowcngdvx2beyr,"['正义与邪恶', '警察与侦探', '背叛与报复']","[9.0, 8.0, 7.0]",赤警威龙,['惊悚' '犯罪' '动作'],2013,['沃尔特·希尔'],"['正义与清明', '警察与犯罪', '背叛与报复']"
312,mzc00200oyyo9sz,"['法律与正义', '勇气与决定', '警察与侦探', '黑暗与光明', '信任与背叛', '惩恶扬善']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",诛烬枭亡,['悬疑' '剧情' '犯罪' '动作'],,['张涛'],"['复仇与正义', '勇敢与决心', '警察与犯罪', '黑暗与光明', '信任与背叛', '惩恶扬善']"
313,mzc00200fm703jw,"['文化传承', '爱情与选择', '家庭矛盾与和解', '悬疑解谜', '勇气与决心', '传统武术']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",黄庙村·地宫美人,['戏曲' '爱情' '惊悚' '亲情' '悬疑' '冒险'],2021,['陈里洋'],"['文化与传承', '真爱与选择', '家庭矛盾', '悬疑解谜', '勇敢与决心', '传统武术']"
314,jzibmktk53rsf58,"['勇气与决心', '团队合作', '战争与和平', '国家荣誉', '生死抉择', '军事行动']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",决战中途岛,['战争' '剧情' '历史' '动作'],2019,['罗兰·艾默里奇'],"['勇敢与决心', '团结与合作', '战争与和平', '国家荣誉', '生死抉择', '军事行动']"
315,i4eka2292ezykbr,"['团队合作', '勇气与决定', '战争与和平', '信念与坚持', '家国荣誉', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",郓城攻坚战,['战争' '剧情'],2013,['马跃千'],"['团结与合作', '勇敢与决心', '战争与和平', '信念与坚持', '国家荣誉', '勇敢面对困境']"
316,mzc00200ce4e8gi,"['奇幻与超自然', '探索与冒险', '时间错乱', '团队合作', '物理与科学', '人类潜能']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",信条,['科幻' '惊悚' '剧情' '动作'],2020,['克里斯托弗·诺兰'],"['奇幻与超自然', '挑战与冒险', '时间错乱', '团结与合作', '物理与科学', '人类潜能']"
