,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
909,HgCggrKDkP1629110445085,rSpHAEkwVa1606974409138,trex,9.90,9.9000,9.9,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
910,bTYZpbvEPP1672715293897,HFrHKpqrnU1671000632518,trex,28.00,28.0000,28.0,23.0,月卡,,
911,EByAdzANth1599823958091,BqNowGqwxh1681379911904,trex,188.00,188.0000,188.0,3.0,半年卡,,心奇爆龙战车
912,NeBzRSmxnm1628047578871,mvMmXYZncl1601214717245,trex,19.00,19.0000,19.0,2.0,月卡,小猪佩奇,小猪佩奇
913,ePhYWeVzZZ1600856680039,qSvbKCLQNf1637045464193,trex,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
914,YLdPMFfCYq1641886501615,VnukKzayCX1672030917761,trex,28.00,5.6000,28.0,2.0,月卡,,
915,NmYnXpdGAs1678182264150,zffExdaXBP1684981583678,trex,28.00,14.0000,28.0,4.0,月卡,,
916,JFeZFjYhsY1684742114194,froOclOzWi1605861324857,trex,19.00,19.0000,19.0,6.0,月卡,,
917,jrBIzurAEP1679035460357,KcLUnaQzax1682498008320,trex,19.00,19.0000,19.0,1.0,月卡,,
918,FjdfWnsxzs1677117978225,MYqzwTgTUJ1670464318083,trex,239.00,239.0000,239.0,2.0,年卡,,
919,oBSBxFkglq1659660748806,FlXcsUAkcX1638945495163,trex,19.00,19.0000,19.0,1.0,月卡,,
920,MyMogneyoR1667815716762,OtppMhFOsC1667209905048,trex,28.00,7.0000,28.0,16.0,月卡,,
921,jrBIzurAEP1679035460357,wfpGEbJzog1599120789032,trex,28.00,28.0000,28.0,6.0,月卡,会说话的汤姆猫,
922,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,28.00,14.0000,28.0,2.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
923,tvKHeFpZUI1649920390761,pAmuKoIaMr1619768843974,trex,55.00,55.0000,55.0,2.0,季卡,喜羊羊与灰太狼,
924,muDUMGkXLt1603097958878,zffExdaXBP1684981583678,trex,28.00,14.0000,28.0,4.0,月卡,,海底小纵队
925,WJVRowjklL1605063106699,BzxTCFpJoo1605167479239,trex,19.00,19.0000,19.0,1.0,月卡,奥特曼,奥特曼
926,zrdrjHGUPh1660805155831,qyHLfMCIBH1663899925929,trex,28.00,28.0000,28.0,10.0,月卡,,
927,jsplXPgXrD1610370360828,tKoamRvEje1623318935908,trex,59.00,39.3400,59.0,2.0,季卡,,
928,acZMEasvmY1632971111574,VNJkxQHFny1656470142305,trex,1.00,0.5000,1.0,2.0,周卡,,奥特曼
929,KgFaylcmdI1632979623259,RfJfgkbMTy1620798057392,trex,49.00,16.3300,49.0,1.0,季卡,彩虹宝宝,彩虹宝宝
930,iRdDTVcUVg1611236386907,HgCggrKDkP1629110445085,trex,9.90,9.9000,9.9,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
931,scPdKzoeGO1632967295874,RfJfgkbMTy1620798057392,trex,49.00,24.5000,49.0,2.0,季卡,彩虹宝宝,彩虹宝宝
932,KgFaylcmdI1632979623259,CwdnWnUFIX1638266340598,trex,1.00,0.5000,1.0,1.0,周卡,彩虹宝宝,彩虹宝宝
933,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,59.00,59.0000,59.0,6.0,季卡,奶龙、飞狗moco等,奶龙、飞狗moco等
934,VnukKzayCX1672030917761,YLdPMFfCYq1641886501615,trex,1.00,1.0000,1.0,1.0,周卡,,
935,CvWCsalMAL1682496080639,GExqbHJUww1681277445890,trex,1.00,1.0000,1.0,1.0,周卡,,
936,TMzQiQRxug1636012316715,GWgdirnldY1603438435115,trex,19.00,19.0000,19.0,1.0,月卡,猫和老鼠,猫和老鼠
937,pMxQesImTX1670400960633,KkZIMDutmo1646896717308,trex,19.00,19.0000,19.0,18.0,月卡,,
938,NjbqYPUhqr1628663920371,OhzqXlAFAg1660719610450,trex,28.00,28.0000,28.0,7.0,月卡,,巴布
939,JXzirLybRJ1642561143397,MrMJCYPIwl1621302318822,trex,19.00,19.0000,19.0,6.0,月卡,超迷你战士,超迷你战士
940,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,59.00,11.8000,59.0,10.0,季卡,奶龙、飞狗moco等,奶龙、飞狗moco等
941,acZMEasvmY1632971111574,XkkrCcRCIB1659665547962,trex,1.00,1.0000,1.0,1.0,周卡,,奥特曼
942,JYTjSukIkn1624618560684,KGOVyEIsKZ1634799996684,trex,19.00,19.0000,19.0,1.0,月卡,迷你小洞,迷你小洞
943,VbHulUqOGv1604975827938,PoRWwURQaF1635752683892,trex,22.00,22.0000,22.0,12.0,月卡,奥特曼,奥特曼
944,jBFOZMiYPJ1611912236338,JKqoTxlGTU1681717129469,trex,19.00,19.0000,19.0,1.0,月卡,,
945,vuvjOYRqRg1625796564355,YLdPMFfCYq1641886501615,trex,1.00,1.0000,1.0,1.0,周卡,,
946,ClqTnzCwxX1681870058940,xJzlIxNBHz1593583439097,trex,19.00,19.0000,19.0,1.0,月卡,碰碰狐,
947,cimigpOeNB1678676812381,kAGcTyZYCr1642963814159,trex,28.00,28.0000,28.0,3.0,月卡,碰碰狐,
948,slWMgbEgMt1599120789021,toeRcqNmXs1652150665231,trex,22.00,22.0000,22.0,4.0,月卡,,贝乐虎
949,DwwUHwXtog1667549510255,slWMgbEgMt1599120789021,trex,1.00,0.5000,1.0,1.0,周卡,贝乐虎,
950,feAEznBoZC1593583439097,VnnrBvxFry1593583439097,trex,78.00,78.0000,78.0,1.0,季卡,碰碰狐,碰碰狐
951,qJOsiIczzB1603373597958,KhsbZzkLaZ1642963809534,trex,1.00,1.0000,1.0,1.0,周卡,碰碰狐,碰碰狐
952,,dcFXccjtWN1670988679451,,,6.6000,,,,,猪猪侠
953,,XnfVJCZsjf1691143673019,,,19.0000,,,,,猪猪侠
954,,TWLFYaSwzS1615262192462,,,0.5000,,,,超级宝贝JoJo,猪猪侠
955,,VbHulUqOGv1604975827938,,,28.0000,,,,奥特曼,猪猪侠
956,,VbHulUqOGv1604975827938,,,28.0000,,,,奥特曼,猪猪侠
957,,VbHulUqOGv1604975827938,,,28.0000,,,,奥特曼,猪猪侠
958,,ysyPdbRHxJ1655720597049,,,6.6000,,,,,猪猪侠
959,,ljBQVzHtwm1604037148198,,,19.0000,,,,汽车世界,猪猪侠
960,,hdXjowZDFX1691143673506,,,19.0000,,,,,猪猪侠
961,,dNUkdLPkci1585650051748,,,6.6000,,,,超级宝贝JoJo,猪猪侠
962,OAszfzMrEQ1670813538811,EPjzyYBWPr1655798857797,replace,38.00,38.0000,38.0,4.0,月卡,,
963,rnYSCfHUxH1612173999062,jgxzGKqmhU1612173997188,replace,1.00,1.0000,1.0,1.0,周卡,,
964,wMnmkDzCCx1687335278901,nmsViYFPMx1680596525311,replace,19.00,19.0000,19.0,4.0,月卡,,
965,HgCggrKDkP1629110445085,RqVmIZkcKv1690860161766,replace,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
966,kDjsTjYbwU1621843432918,OhzqXlAFAg1660719610450,replace,28.00,28.0000,28.0,2.0,月卡,,
967,NvZvUgveye1658742264930,wMnmkDzCCx1687335278901,replace,1.00,0.3300,1.0,1.0,周卡,,
968,qnZvXRfUbb1636635369928,saPqidlzFM1623226261705,replace,1.00,1.0000,1.0,1.0,周卡,大卫,
969,SKrdakpQYI1647395959166,LkttuGfByQ1687258543520,replace,69.00,69.0000,69.0,7.0,季卡,,
970,EcjztyVhJg1689303456414,nmyUqVpBlr1614164299502,replace,55.00,18.3300,55.0,16.0,季卡,汪汪队,
971,zuhluQWCCq1653455330516,AWfPcHcrYm1606285108233,replace,28.00,28.0000,28.0,6.0,月卡,超级飞侠,
972,RmGrHaFnMr1687336576024,booCmTupLt1617335839554,replace,9.90,6.6000,9.9,1.0,月卡,汪汪队,
973,sPcwnSXlGU1620732962872,BzxTCFpJoo1605167479239,replace,19.00,19.0000,19.0,1.0,月卡,奥特曼,奥特曼
974,ljBQVzHtwm1604037148198,DZyfoCzVAV1640581901623,replace,19.00,19.0000,19.0,3.0,月卡,汽车世界,汽车世界
975,pjiymmdoeq1606389315912,ANEqaPBcyO1604037148198,replace,1.00,0.5000,1.0,1.0,周卡,汽车世界,汽车世界
976,vxBwzuzIJR1672822285710,ANEqaPBcyO1604037148198,replace,1.00,0.5000,1.0,1.0,周卡,汽车世界,
977,wdIZnLoVAZ1637670631371,ANEqaPBcyO1604037148198,replace,1.00,0.2500,1.0,1.0,周卡,汽车世界,汽车世界
978,TxwHaxEqjm1678941730402,LdmarQxVeh1642668150559,replace,1.00,1.0000,1.0,1.0,周卡,,
979,NfFPlzCJMj1607669040844,xCPRXrBUcV1607669040844,trex,19.00,9.5000,19.0,1.0,月卡,,
980,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,55.00,55.0000,55.0,5.0,季卡,,
981,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,超级宝贝JoJo
982,acZMEasvmY1632971111574,cCOixcrPZd1633670731971,trex,188.00,188.0000,188.0,3.0,半年卡,奥特曼,奥特曼
983,aNJeikVxTd1659065776959,KFVzEvYYko1681708648082,trex,19.00,19.0000,19.0,7.0,月卡,,
984,iRdDTVcUVg1611236386907,DFVLLlmEer1678090099325,trex,19.00,3.8000,19.0,2.0,月卡,,奶龙、飞狗moco等
985,RqVmIZkcKv1690860161766,EtoGwzMkmD1673259220418,trex,19.00,19.0000,19.0,1.0,月卡,,
986,saErrhtYrY1664341795960,LYBWueiSVs1654910640173,trex,9.90,7.4400,9.9,1.0,月卡,,
987,KcLUnaQzax1682498008320,fjHfNtkMSF1683188312819,trex,19.00,19.0000,19.0,2.0,月卡,,
988,aupFfIAjPo1618890402891,joJTzIaRxd1676359600287,trex,19.00,19.0000,19.0,1.0,月卡,,爆笑哈哈镇
989,kzkzKRttIb1636698265794,JWjrRELKcf1636697556190,trex,55.00,55.0000,55.0,1.0,季卡,猫和老鼠,猫和老鼠
990,acZMEasvmY1632971111574,HrdjqqPfPH1659592081029,trex,19.00,19.0000,19.0,1.0,月卡,,奥特曼
991,HrKXRGdXPd1661230868060,JzTeRDWXiR1608801470005,trex,28.00,28.0000,28.0,7.0,月卡,大头儿子小头爸爸,
992,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,19.00,9.5000,19.0,1.0,月卡,奶龙、飞狗moco等,
993,FLggGAZUwG1608707396724,EDQcJsSxyT1653966782749,trex,28.00,28.0000,28.0,10.0,月卡,,宝宝巴士
994,YxZosVLdrc1612689195477,MnMnKbICFQ1677035322715,trex,239.00,239.0000,239.0,1.0,年卡,,钢铁飞龙
995,oeXiwxCEmm1682499792605,RqbNoDJiGE1681094765337,trex,1.00,1.0000,1.0,2.0,周卡,,
996,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,trex,19.00,19.0000,19.0,1.0,月卡,,奶龙、飞狗moco等
997,DeUZqzKPhG1612437423160,PqdzSIATlH1612437423638,trex,19.00,19.0000,19.0,4.0,月卡,,
998,vJOEicGMxI1648458688185,IMkWsGSwOO1663666745726,trex,55.00,36.6800,55.0,9.0,季卡,,
999,ahjEYtXQfN1620809507451,bqSPVMZHjE1664160718609,trex,9.90,9.9000,9.9,1.0,月卡,,会说话的汤姆猫
1000,acZMEasvmY1632971111574,duXhfnwQwW1649846767621,trex,19.00,19.0000,19.0,1.0,月卡,,奥特曼
1001,FxokcHJvjW1600773805774,bkHXBHEHSd1672803042858,trex,19.00,6.3300,19.0,1.0,月卡,,精灵梦叶罗丽
1002,nJvaVNGrga1671080535028,hySsvHQcbe1639988434585,trex,28.00,28.0000,28.0,15.0,月卡,,
1003,YLdPMFfCYq1641886501615,MBzYebUHru1685433419976,trex,59.00,59.0100,59.0,21.0,季卡,,
1004,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,19.00,19.0000,19.0,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1005,hvwgukpLjz1683798922881,DFVLLlmEer1678090099325,trex,19.00,3.8000,19.0,2.0,月卡,,
1006,zdJJsEcVXs1611317557673,zTgrxSAJUR1646295986559,trex,28.00,28.0000,28.0,7.0,月卡,,益智宝贝
1007,nmyUqVpBlr1614164299502,NygekjRZff1623117704825,trex,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
1008,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1009,acZMEasvmY1632971111574,HrdjqqPfPH1659592081029,trex,28.00,28.0000,28.0,2.0,月卡,,奥特曼
1010,ndfGBXgXnD1681702541094,OHfpSPOqVR1650444348251,trex,28.00,28.0000,28.0,3.0,月卡,小猪佩奇,
1011,dcFXccjtWN1670988679451,CbhSAfsajB1645413503066,trex,28.00,28.0000,28.0,2.0,月卡,,
1012,BouTojmQdv1680241869944,GIOJgYNlcu1686359408100,trex,28.00,28.0000,28.0,3.0,月卡,,
1013,QxCjbBGQzz1675152597260,HlRvMvqBFX1673839321166,trex,69.00,34.5000,69.0,1.0,季卡,,
1014,qjEvACyiMq1670303877887,cvVwHJXUSR1670463383815,trex,1.00,1.0000,1.0,2.0,周卡,,
1015,OJHqvNQnuC1662615200898,WkUZVBNcWC1610977284673,trex,1.00,1.0000,1.0,1.0,周卡,西游记,
1016,WuImqIEYcw1640591877630,CDBSjIRQcU1600778534573,trex,19.00,19.0000,19.0,2.0,月卡,猪猪侠,
1017,QynsIojwWy1687934194585,HlRvMvqBFX1673839321166,trex,69.00,34.5000,69.0,1.0,季卡,,
1018,mHDursTgbd1656311701578,iImIHNQfxV1644740796463,trex,19.00,18.9900,19.0,1.0,月卡,,
1019,PuirKXpjYI1646122254785,jnbDplxJOj1652695835014,trex,28.00,28.0000,28.0,2.0,月卡,,
1020,gxSYLFRgnJ1667549259757,slWMgbEgMt1599120789021,trex,28.00,14.0000,28.0,7.0,月卡,贝乐虎,
1021,JYTjSukIkn1624618560684,KGOVyEIsKZ1634799996684,trex,1.00,1.0000,1.0,1.0,周卡,迷你小洞,迷你小洞
1022,VnukKzayCX1672030917761,vojXTrzpQT1657099254503,trex,1.00,1.0000,1.0,1.0,周卡,,
1023,EINQwpTuis1608707396724,JzRkcivWuU1647420472731,trex,28.00,28.0000,28.0,16.0,月卡,,宝宝巴士
1024,BrXwxNAoqA1641286032005,WOiWhrXXFo1654480431996,trex,1.00,0.3300,1.0,2.0,周卡,,
1025,DZnXRryQAT1601214717245,mvMmXYZncl1601214717245,trex,28.00,28.0000,28.0,2.0,月卡,小猪佩奇,小猪佩奇
1026,pAmuKoIaMr1619768843974,KhsqGHtMdf1618908958627,trex,1.00,1.0000,1.0,1.0,周卡,喜羊羊与灰太狼,喜羊羊与灰太狼
1027,hSCcDhuVBn1612259931419,CctDLsPlDd1612259931629,trex,1.00,1.0000,1.0,1.0,周卡,猫和老鼠,猫和老鼠
1028,dXHRLPEofg1660622080652,WOiWhrXXFo1654480431996,trex,1.00,0.3300,1.0,2.0,周卡,,
1029,MrErPixGJB1641353528865,bkHXBHEHSd1672803042858,trex,19.00,6.3300,19.0,1.0,月卡,,精灵梦叶罗丽
1030,ZjJahURwmX1684481606838,LYBWueiSVs1654910640173,trex,9.90,7.4400,9.9,1.0,月卡,,
1031,bjwBAyeKqD1627290736362,MyMogneyoR1667815716762,trex,1.00,1.0000,1.0,2.0,周卡,,23号牛乃唐
1032,WdnrxLWiGQ1606285108233,mtxNHVwQUT1603940803555,trex,28.00,21.0000,28.0,14.0,月卡,,
1033,JtLHrnzjxh1654481650040,WOiWhrXXFo1654480431996,trex,1.00,0.3300,1.0,2.0,周卡,,
1034,dcvzdwivpy1650435646286,CteFEGawsW1689162933418,trex,28.00,28.0000,28.0,7.0,月卡,,巴啦啦小魔仙
1035,QtVxlMBLWz1688620704695,TxwHaxEqjm1678941730402,trex,1.00,1.0000,1.0,1.0,周卡,,
1036,LsThMqauYL1676454136194,wxymBqFvqn1673440600121,trex,49.00,49.0000,49.0,17.0,季卡,,
1037,NEnwMqtTrS1602658146020,zffExdaXBP1684981583678,trex,55.00,55.0000,55.0,3.0,季卡,,海底小纵队
1038,GZbqbegduw1641972541356,KhsqGHtMdf1618908958627,trex,28.00,28.0000,28.0,12.0,月卡,喜羊羊与灰太狼,喜羊羊与灰太狼
1039,gEYwgkfyJV1641286011027,YwWczrljLP1652836597044,trex,28.00,14.0000,28.0,5.0,月卡,,萌鸡小队
1040,jAGHvKfxCC1601282023158,mvMmXYZncl1601214717245,trex,69.00,69.0000,69.0,4.0,季卡,小猪佩奇,小猪佩奇
1041,ZjJahURwmX1684481606838,LYBWueiSVs1654910640173,trex,6.60,6.6000,6.6,1.0,月卡,,
1042,MrErPixGJB1641353528865,whKvkmrhjQ1661929411364,trex,19.00,19.0000,19.0,1.0,月卡,,精灵梦叶罗丽
1043,FWVmMxUoYP1642411241218,JKqoTxlGTU1681717129469,trex,28.00,28.0000,28.0,2.0,月卡,,迷你特工队
1044,pZogsKRQkZ1657252911691,WOiWhrXXFo1654480431996,trex,22.00,11.0000,22.0,2.0,月卡,,
1045,JYTjSukIkn1624618560684,TScckgolHu1676272271292,trex,28.00,14.0000,28.0,2.0,月卡,,迷你小洞
1046,ZFuEAGtOHx1629880899031,TScckgolHu1676272271292,trex,28.00,14.0000,28.0,2.0,月卡,,迷你小洞
1047,bkHXBHEHSd1672803042858,iOajuTbXSr1626157126025,trex,19.00,16.2600,19.0,1.0,月卡,喜羊羊与灰太狼,
1048,booCmTupLt1617335839554,hLAauHGAak1623117704549,trex,28.00,28.0000,28.0,14.0,月卡,汪汪队,汪汪队
1049,saErrhtYrY1664341795960,DFVLLlmEer1678090099325,trex,19.00,11.4000,19.0,2.0,月卡,,
1050,LMzSbMeMPU1618908954685,dcvzdwivpy1650435646286,trex,19.00,9.5000,19.0,7.0,月卡,巴啦啦小魔仙,巴啦啦小魔仙
1051,QtVxlMBLWz1688620704695,TxwHaxEqjm1678941730402,trex,19.00,19.0000,19.0,2.0,月卡,,
1052,XwZAFngsLA1640316785550,eqxJpSbUyZ1658914264985,trex,28.00,28.0000,28.0,11.0,月卡,,
1053,iRdDTVcUVg1611236386907,HgCggrKDkP1629110445085,trex,19.00,19.0000,19.0,4.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1054,acZMEasvmY1632971111574,VNJkxQHFny1656470142305,trex,22.00,26.3400,22.0,3.0,月卡,,奥特曼
1055,BTloPZBvlE1607669040844,xCPRXrBUcV1607669040844,trex,19.00,9.5000,19.0,1.0,月卡,,
1056,PuirKXpjYI1646122254785,jnbDplxJOj1652695835014,trex,28.00,14.0000,28.0,6.0,月卡,,
1057,THpNpyuawS1605063106699,BzxTCFpJoo1605167479239,trex,55.00,18.3300,55.0,6.0,季卡,奥特曼,奥特曼
1058,mvMmXYZncl1601214717245,iKibTTGiih1601214717245,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,小猪佩奇
1059,VbHulUqOGv1604975827938,PoRWwURQaF1635752683892,trex,19.00,19.0000,19.0,1.0,月卡,奥特曼,奥特曼
1060,mfcqCTsFUu1656919393239,TjEtteJEcb1655117438538,trex,19.00,9.5000,19.0,1.0,月卡,,
1061,dNUkdLPkci1585650051748,TWLFYaSwzS1615262192462,trex,28.00,28.0000,28.0,19.0,月卡,超级宝贝JoJo,超级宝贝JoJo
1062,EcjztyVhJg1689303456414,dyILJGATFU1662601083618,trex,1.00,1.0000,1.0,2.0,周卡,,
1063,CZteDKtjAj1603777798089,mtxNHVwQUT1603940803555,trex,28.00,7.0000,28.0,14.0,月卡,,
1064,jBFOZMiYPJ1611912236338,qtnBACokWm1628058824004,trex,19.00,19.0000,19.0,8.0,月卡,,
1065,iRdDTVcUVg1611236386907,HgCggrKDkP1629110445085,trex,19.00,12.6600,19.0,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1066,sTuXtscHGg1660283881528,dNUkdLPkci1585650051748,trex,1.00,1.0000,1.0,2.0,周卡,超级宝贝JoJo,
1067,dyILJGATFU1662601083618,iKibTTGiih1601214717245,trex,59.00,59.0000,59.0,8.0,季卡,小猪佩奇,
1068,hEDYczewUQ1652674800337,TGvvkhovkc1657259001876,trex,19.00,19.0000,19.0,1.0,月卡,,
1069,aJtGLIKVrq1621244820718,ozoKkjZSYl1625019236038,trex,19.00,19.0000,19.0,2.0,月卡,,
1070,EtoGwzMkmD1673259220418,DFVLLlmEer1678090099325,trex,69.00,69.0000,69.0,11.0,季卡,,
1071,acZMEasvmY1632971111574,VNJkxQHFny1656470142305,trex,19.00,26.3400,19.0,1.0,月卡,,奥特曼
1072,acZMEasvmY1632971111574,aCEOvNYFXj1605249489173,trex,59.00,59.0000,59.0,14.0,季卡,奥特曼,奥特曼
1073,GgqOVBdYEN1653907639846,VgcDZMLJbY1660546321161,trex,1.00,1.0000,1.0,2.0,周卡,,
1074,dcFXccjtWN1670988679451,aCnFnPnrqq1650852468659,trex,1.00,0.6000,1.0,1.0,周卡,,
1075,qXqzaBeRdC1629885754109,MJnpcDhljR1643016084040,trex,55.00,55.0000,55.0,12.0,季卡,,
1076,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,22.00,22.0000,22.0,3.0,月卡,超级宝贝JoJo,超级宝贝JoJo
1077,ZqGePDDFuI1604975827938,aCEOvNYFXj1605249489173,trex,19.00,6.3300,19.0,1.0,月卡,奥特曼,奥特曼
1078,KfAknwJbKf1604458768696,joJTzIaRxd1676359600287,trex,55.00,55.0000,55.0,3.0,季卡,,魔仙俏娇娃
1079,deIFUrLpWf1623117704851,XRncNAIUIC1617853622327,trex,55.00,55.0000,55.0,2.0,季卡,汪汪队,汪汪队
1080,tvFfwdYQPJ1607597946533,HrdjqqPfPH1659592081029,trex,19.00,19.0000,19.0,1.0,月卡,,奥特曼
1081,joJTzIaRxd1676359600287,NHTIemsXhV1627373755323,trex,19.00,19.0000,19.0,1.0,月卡,魔仙俏娇娃,
1082,WWGFIFgTLQ1652268056747,GESMWPZcDX1678074113069,trex,19.00,19.0000,19.0,1.0,月卡,,
1083,YFibQLYiyw1683191451269,pHvRclbwyn1676347534090,trex,1.00,1.0000,1.0,1.0,周卡,,
1084,nmyUqVpBlr1614164299502,NygekjRZff1623117704825,trex,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
1085,FTRJpwGvCR1654585754121,jnbDplxJOj1652695835014,trex,28.00,14.0000,28.0,6.0,月卡,,
1086,jAGHvKfxCC1601282023158,myBUORExsy1676272178125,trex,1.00,1.0000,1.0,1.0,周卡,,小猪佩奇
1087,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,239.00,239.0000,239.0,1.0,年卡,,
1088,BoWoraPOun1606904511724,WOiWhrXXFo1654480431996,trex,22.00,11.0000,22.0,2.0,月卡,,
1089,qDZzVdpolG1657872794408,JYTjSukIkn1624618560684,trex,28.00,14.0000,28.0,4.0,月卡,迷你小洞,
1090,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,trex,19.00,19.0000,19.0,4.0,月卡,奶龙、飞狗moco等,
1091,foAsnzWAYe1631955197597,YFibQLYiyw1683191451269,trex,49.00,24.5000,49.0,2.0,季卡,,
1092,TbbTshzrAF1601006304441,mvMmXYZncl1601214717245,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,小猪佩奇
1093,jjWRByWdXY1600773805774,urilrTiBOB1659060783925,trex,19.00,19.0000,19.0,1.0,月卡,,精灵梦叶罗丽
1094,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,55.00,55.0000,55.0,2.0,季卡,,
1095,YKKIFymiNe1612352548875,ZhLxAavtpz1612352627836,trex,19.00,19.0000,19.0,2.0,月卡,,
1096,nmsViYFPMx1680596525311,LuBCsCUfWN1685418085041,trex,239.00,239.0000,239.0,7.0,年卡,,
1097,GkBOKeylnA1657184869174,OAiekQZZga1657253060866,trex,1.00,0.2800,1.0,1.0,周卡,,
1098,,VbHulUqOGv1604975827938,,,31.9000,,,,奥特曼,猪猪侠
1099,,JzRkcivWuU1647420472731,,,59.0000,,,,,猪猪侠
1100,,QtVxlMBLWz1688620704695,,,19.5000,,,,,猪猪侠
1101,LSnIychNkY1639040606959,pEhEGDICjb1599120789034,trex,1.00,1.0000,1.0,1.0,周卡,贝乐虎,贝乐虎
1102,MnaEktisCo1646366502840,PJAerbBprV1677721290001,trex,69.00,69.0000,69.0,3.0,季卡,,
1103,tFcQJWZtHz1604545090958,mtgyTAeHAM1622612151818,trex,28.00,28.0000,28.0,2.0,月卡,,
1104,YfFcPNzAgV1608551969460,INohjqsUba1653890494443,trex,1.00,1.0000,1.0,1.0,周卡,,宝宝巴士
1105,cJkHbeOZrt1614159028262,DQDspNDyxy1641800046650,trex,19.00,19.0000,19.0,1.0,月卡,,汽车世界
1106,TxwHaxEqjm1678941730402,cJkHbeOZrt1614159028262,trex,69.00,69.0000,69.0,5.0,季卡,汽车世界,
1107,ljbgdLffQy1594104094082,jrBIzurAEP1679035460357,,239.00,,239.0,5.0,年卡,,
1108,iRdDTVcUVg1611236386907,iRdDTVcUVg1611236386907,,1.00,0.4000,1.0,1.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1109,hntOUovIVP1625654937913,iRdDTVcUVg1611236386907,,1.00,0.4000,1.0,1.0,周卡,奶龙、飞狗moco等,熊出没
1110,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,
1111,ZqGePDDFuI1604975827938,iRdDTVcUVg1611236386907,,28.00,,28.0,2.0,月卡,奶龙、飞狗moco等,奥特曼
1112,dyILJGATFU1662601083618,dyILJGATFU1662601083618,,28.00,2.7100,28.0,11.0,月卡,,
1113,COPAnoLLWG1605582357423,jrBIzurAEP1679035460357,,28.00,7.0000,28.0,13.0,月卡,,迷你特工队
1114,COPAnoLLWG1605582357423,QtVxlMBLWz1688620704695,,1.00,,1.0,1.0,周卡,,迷你特工队
1115,iRdDTVcUVg1611236386907,iRdDTVcUVg1611236386907,,239.00,,239.0,2.0,年卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1116,RqVmIZkcKv1690860161766,VbHulUqOGv1604975827938,,28.00,,28.0,4.0,月卡,奥特曼,
1117,dcFXccjtWN1670988679451,dyILJGATFU1662601083618,,1.00,,1.0,2.0,周卡,,
1118,vuvjOYRqRg1625796564355,iRdDTVcUVg1611236386907,,55.00,55.0000,55.0,3.0,季卡,奶龙、飞狗moco等,
1119,KcLUnaQzax1682498008320,jrBIzurAEP1679035460357,,1.00,,1.0,1.0,周卡,,
1120,tFcQJWZtHz1604545090958,TWLFYaSwzS1615262192462,,19.00,,19.0,1.0,月卡,超级宝贝JoJo,
1121,thbrJDWJEX1628058824772,QtVxlMBLWz1688620704695,,28.00,,28.0,1.0,月卡,,工程车探险小队
1122,jeXkANIHVC1672813299745,iRdDTVcUVg1611236386907,,19.00,,19.0,6.0,月卡,奶龙、飞狗moco等,
1123,LNTFOyQTfC1661615799239,dyILJGATFU1662601083618,,19.00,37.5000,19.0,1.0,月卡,,
1124,TnQsvaDoyG1605063106699,jrBIzurAEP1679035460357,,28.00,7.0000,28.0,13.0,月卡,,
1125,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,,1.00,,1.0,1.0,周卡,奶龙、飞狗moco等,
1126,ryEJmXclzR1612352626102,VbHulUqOGv1604975827938,,59.00,,59.0,2.0,季卡,奥特曼,
