,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
656,d8t20577qy9vy13,死侍,2016,['搞笑' '动作' '喜剧' '科幻' '冒险'],"['黑暗幽默', '英雄成长', '成长与自我发现']","[10.0, 9.0, 9.0]",[],[],0,3
657,lubz4qa4bnk5xcg,狂蟒之灾,1997,['冒险' '恐怖' '动作' '灾难' '科幻' '惊悚'],"['环境与自然', '生存与挑战', '决策与后果']","[10.0, 9.0, 8.0]",[],[],0,3
658,mzc00200nmboqa3,酒剑,2019,['奇幻' '动作' '古装'],"['民族自尊', '团结与支持', '家族支持与励志']","[10.0, 9.0, 9.0]",['荣耀'],[8.0],1,3
659,fpjogeri043kh8e,午夜幽灵,2018,['悬疑' '惊悚' '恐怖'],[],[],"['诡异', '痛苦']","[6.0, 4.5]",2,0
660,g2xerzdy792brdw,飞燕金刀,1969,['剧情' '武侠' '动作'],"['江湖武侠', '信任与背叛', '武术精神']","[10.0, 9.0, 9.0]",[],[],0,3
661,1nof1ugdh13vox4,至暗时刻,2017,['传记' '战争' '剧情' '历史'],"['政治与权力', '保护与牺牲', '团结与合作']","[10.0, 9.0, 8.0]",['悲情'],[2.31],1,3
662,w66h4gq0merlx6j,夺命六头鲨,2018,['惊悚' '恐怖' '动作'],"['生存与挑战', '困境与挑战', '生死抉择']","[10.0, 9.0, 8.0]",[],[],0,3
663,adm0sa2o83jta0u,消失的爱人,2014,['剧情' '爱情' '悬疑' '惊悚' '犯罪'],"['真相与谎言', '家庭矛盾', '信任与背叛']","[9.5, 9.0, 8.5]","['意外', '紧张', '焦虑']","[7.2, 7.2, 5.6]",3,3
664,uuv2z9lhi1akhjq,智取威虎山,2014,['动作' '战争' '冒险' '纪录片' '历史'],"['团结与合作', '民族自尊', '勇气与决心']","[10.0, 9.0, 9.0]",['惨烈'],[2.72],1,3
665,mzc002006dup2cx,狄仁杰之冥神契约,2021,['悬疑' '古装'],"['探索与冒险', '江湖武侠', '真相与谎言']","[9.0, 9.0, 8.0]",['诡异'],[1.4],1,3
666,mzc00200632r8wx,混世四猴：神猴归来,2021,['剧情' '爱情' '动作' '奇幻' '亲情' '古装'],"['家族支持与励志', '勇气与决心', '父子/父女']","[10.0, 9.0, 9.0]",[],[],0,3
667,mzc00200o4uu5c5,极速营救,2020,['犯罪' '冒险' '剧情' '动作'],"['勇气与决心', '团结与合作', '犯罪与惩罚']","[10.0, 9.0, 8.0]",[],[],0,3
668,97d3n8ecg722kj8,两个俏公主,2018,['奇幻' '儿童' '家庭' '励志' '动画'],"['家族支持与励志', '成长与自我发现', '友谊']","[10.0, 9.0, 8.0]",['感人'],[4.8],1,3
669,ny2pykcofj3tljs,地心历险记2：神秘岛,2012,['奇幻' '冒险' '科幻' '动作'],"['探索与冒险', '团结与合作', '科技与未来']","[10.0, 9.0, 8.0]",[],[],0,3
670,h8xrkjcgo2ny0vy,怪兽,2010,['恐怖' '剧情' '爱情' '科幻' '惊悚'],"['真爱与选择', '生死抉择']","[9.0, 8.0]",[],[],0,2
671,phk4s9bkfs8xdn4,一九四二,2012,['战争' '剧情' '灾难' '历史'],"['民族自尊', '战争与和平', '家国情怀']","[10.0, 10.0, 10.0]","['悲情', '惨烈']","[4.5, 4.0]",2,3
672,7szwauiqfudyqoc,街头霸王：春丽传,2009,['奇幻' '惊悚' '犯罪' '动作'],"['女性力量与平等', '信任']","[10.0, 9.0]","['痛苦', '残暴', '壮志']","[2.97, 2.72, 2.38]",3,2
673,n7zzbohb3qawl4v,公主与青蛙,2009,['爱情' '奇幻' '歌舞' '喜剧' '科幻' '家庭' '音乐' '动画'],"['成长与自我发现', '真爱与选择', '勇气与决心']","[10.0, 9.0, 9.0]",['浪漫'],[4.0],1,3
674,mzc0020069ojxcs,狼人杀,2021,['悬疑' '科幻' '动作'],"['困境与挑战', '信任与背叛', '真相与谎言']","[10.0, 9.0, 9.0]",['恐慌'],[1.75],1,3
675,68otu5em7wil239,罗小黑战记,2019,['剧情' '动作' '奇幻' '喜剧' '冒险' '动画'],"['成长与自我发现', '保护与牺牲', '勇气与决心']","[10.0, 9.0, 9.0]","['治愈', '感人', '温馨']","[4.5, 4.0, 3.5]",3,3
676,xyaud3hk6mmi6ss,追龙,2017,['悬疑' '剧情' '犯罪' '动作'],"['黑帮与权力斗争', '友谊与背叛', '警察与犯罪']","[10.0, 9.0, 9.0]",[],[],0,3
677,mzc00200rmpyfmo,疯狂海盗团,2019,['冒险' '动画'],"['团结与合作', '勇气与决心', '保护与牺牲']","[10.0, 9.0, 8.0]","['黑暗', '喜悦', '压抑']","[3.0, 2.667, 2.333]",3,3
678,nowz5l6gguroykh,007：大破天幕杀机,2012,['冒险' '剧情' '动作' '惊悚' '犯罪'],"['牺牲与奉献', '信任', '复仇与正义']","[10.0, 9.0, 9.0]",[],[],0,3
679,9uzc90pa9c4pm95,荒岛余生,2000,['冒险' '剧情' '励志'],"['生存与挑战', '困境与挑战', '人与自然的斗争']","[10.0, 9.5, 9.0]","['孤独', '绝望']","[4.5, 4.5]",2,3
680,mzc00200n7tzqjw,寂静之地2,2021,['惊悚' '恐怖' '科幻'],"['生存与挑战', '家庭与团圆', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
681,mzc00200kqaoxob,士兵顺溜：兵王争锋,2020,['剧情' '动画'],"['团结与合作', '信任', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
682,s9tm3upuh4f0wxj,黑山阻击战,1958,['战争' '剧情' '历史'],"['爱国主义', '民族自尊', '牺牲和奉献']","[10.0, 10.0, 9.0]","['荣耀', '惨烈', '残忍', '敬意']","[3.0, 3.0, 2.667, 2.667]",4,3
683,m0lryyrj12v6lpy,一触即发,2014,['惊悚' '剧情' '动作'],"['复仇与正义', '团结与合作']","[10.0, 9.0]",[],[],0,2
684,mzc002001jdtw8c,直立象传说,2019,['奇幻' '冒险' '动画'],"['民族自尊', '保护与牺牲', '家族支持与励志']","[10.0, 9.0, 8.0]",[],[],0,3
685,wwovcwgd0ktt5lq,人狼大战,2011,['冒险' '剧情' '动作' '灾难' '惊悚'],"['生存与挑战', '真相与谎言', '战争与和平']","[10.0, 9.0, 8.0]",['恐慌'],[2.8],1,3
686,dchep5ox42l26i9,傲慢与偏见,2005,['剧情' '爱情'],"['真爱与选择', '成长与自我发现', '文化差异']","[10.0, 9.0, 8.0]","['感人', '浪漫']","[4.5, 3.5]",2,3
687,7cba07786d7p3sa,我的战争,2016,['战争' '剧情' '历史'],"['爱国主义', '团结与合作', '战争与和平']","[10.0, 10.0, 9.0]",[],[],0,3
688,mzc00200gka2ynq,铁血：生死隧战,2021,['科幻' '动作'],"['团结与合作', '勇气与决心']","[10.0, 9.0]",[],[],0,2
689,sqeqd66fb9dxwmp,龙之战,2017,['战争' '历史' '动作'],"['民族自尊', '勇气与决心', '家国情怀']","[10.0, 9.0, 8.0]",['惨烈'],[1.6],1,3
690,mzc00200v9nbdl1,白马王子,2018,['喜剧' '动画'],"['家庭矛盾', '成长与自我发现', '友谊与背叛']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '轻松', '遗憾', '嫉妒']","[5.4, 4.8, 4.2, 2.8, 2.4]",5,3
691,msv7eyf5zv6bqij,扫毒2天地对决,2019,['悬疑' '剧情' '犯罪' '动作'],"['牺牲与奉献', '警察与犯罪', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
692,x5qvps8fkfq3981,惩罚者2：战争特区,2008,['惊悚' '剧情' '犯罪' '动作'],"['复仇与正义', '牺牲和奉献', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
693,gjw96onf5pzpiez,杀机四伏,2012,['悬疑' '剧情'],"['政治与权力', '真相与谎言']","[9.0, 8.0]",[],[],0,2
694,b40ff7kummjfp7e,澳门风云3,2016,['冒险' '喜剧' '动作' '搞笑'],['友谊与背叛'],[9.0],"['欢乐', '喜悦', '幽默']","[5.4, 4.8, 4.2]",3,1
695,7sggfymt6syfb0u,龙兄虎弟,1986,['冒险' '喜剧' '动作'],"['团结与合作', '勇气与决心', '友谊与背叛']","[10.0, 9.0, 8.0]","['欢乐', '喜悦']","[5.4, 4.8]",2,3
696,orrvwxp2uvs5n5e,明日边缘,2014,['剧情' '动作' '战争' '科幻' '悬疑'],"['牺牲和奉献', '生死抉择', '团结与合作']","[10.0, 9.0, 9.0]",['恐慌'],[2.664],1,3
697,mqh8tj8a3tka337,黄飞鸿之二：男儿当自强,1992,['剧情' '爱情' '动作' '武侠' '古装'],"['民族自尊', '家族支持与励志', '父子/父女']","[10.0, 9.0, 8.0]",[],[],0,3
698,un1nl4mc3krlbqj,替身杀手,1998,['惊悚' '剧情' '犯罪' '动作'],"['复仇与正义', '犯罪与惩罚', '身份迷失']","[10.0, 9.0, 8.0]",['悲情'],[2.64],1,3
699,relqwr6c0in3s5b,心花路放,2014,['喜剧' '爱情' '搞笑'],"['真爱与选择', '友谊与背叛', '挑战传统观念']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幸福']","[4.5, 4.0, 3.5]",3,3
700,l2iuen5z0eewcge,无耻混蛋,2009,['战争' '剧情' '犯罪' '动作'],"['复仇与正义', '政治与权力', '暴力与道德']","[10.0, 9.0, 8.0]",['黑暗'],[2.8],1,3
701,98skpgm0wr6cxbv,与敌同行,2013,['战争' '剧情' '历史' '动作'],"['民族自尊', '友谊与背叛', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
702,nvy9lp6e061ecu2,湮灭,2018,['恐怖' '剧情' '科幻' '悬疑' '惊悚'],"['科技与未来', '探索与冒险', '生物突变']","[10.0, 9.0, 9.0]",[],[],0,3
703,b12qx08vthze931,异形：契约,2016,['剧情' '惊悚' '科幻' '短片' '冒险'],"['生物突变', '探索与冒险', '科技与未来']","[10.0, 9.0, 8.0]","['焦虑', '绝望']","[4.0, 3.5]",2,3
704,dynsksaef6gmg83,追凶者也,2016,['搞笑' '剧情' '喜剧' '悬疑' '犯罪'],"['困境与挑战', '犯罪与惩罚', '友谊与背叛']","[9.0, 9.0, 8.0]","['欢乐', '幽默']","[3.2, 2.8]",2,3
705,1fo5pm1giua7seu,白狼行动,2009,['战争' '剧情'],"['民族自尊', '保护与牺牲', '战争与和平']","[10.0, 9.0, 8.0]",[],[],0,3
706,b444k2fgkcf2np8,哈利波特6混血王子的背叛,2009,['奇幻' '悬疑' '冒险' '动作'],"['成长与自我发现', '真爱与选择', '信任与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
707,y0vxr2r3ptzxbic,神偷奶爸3,2017,['搞笑' '动作' '喜剧' '冒险' '动画'],"['家庭与团圆', '友谊与背叛']","[10.0, 8.0]",['欢乐'],[4.5],1,2
708,ys2vrcg4jnqujr0,谍海计中计,2003,['悬疑' '惊悚' '剧情' '动作'],"['政治与权力', '信任', '信任与背叛']","[9.0, 8.0, 8.0]","['焦虑', '壮志', '紧张', '敬意']","[4.5, 4.5, 4.0, 4.0]",4,3
709,11va24thktzg1ac,赛车总动员,2006,['动作' '喜剧' '家庭' '冒险' '动画'],"['成长与自我发现', '困境与挑战', '友谊与背叛']","[10.0, 9.0, 8.0]",['欢乐'],[4.5],1,3
710,4kzwzhufu1bc6vf,一本漫画闯天涯,1990,['剧情' '喜剧' '动作' '搞笑'],"['成长与自我发现', '友谊与背叛', '挑战传统观念']","[10.0, 9.0, 8.0]",['欢乐'],[4.5],1,3
711,mzc00200ggk466q,魔发精灵2,2020,['奇幻' '歌舞' '家庭' '冒险' '动画'],"['团结与合作', '音乐与艺术', '勇敢与冒险']","[10.0, 9.0, 8.0]","['欢乐', '感人']","[4.5, 3.5]",2,3
712,hnmbpe8cjaafy2i,天兆,2002,['悬疑' '惊悚' '剧情' '科幻'],"['宗教和信仰', '生死抉择', '家庭矛盾']","[9.0, 8.0, 8.0]",[],[],0,3
713,mzc0020042kenfh,潜艇总动员8：地心游记,2021,['冒险' '动画'],"['环境保护', '团队合作', '科学探险']","[10.0, 9.0, 8.0]",['欢乐'],[4.5],1,3
714,lklpceqtmfjqxb2,二小放牛郎,1992,['战争' '儿童' '家庭'],"['勇气与决心', '亲情与成长', '生活与选择']","[9.0, 9.0, 8.0]",['悲伤'],[4.5],1,3
715,5419hdc3tni914f,愤怒的小鸟,2016,['搞笑' '喜剧' '短片' '冒险' '动画'],"['团结', '成长与挑战', '保护家园']","[10.0, 9.0, 9.0]",['欢乐'],[4.5],1,3
716,63lf8zjsymufbul,超人总动员,2004,['动作' '喜剧' '家庭' '冒险' '动画'],"['团结与合作', '勇气与决心']","[9.0, 8.0]","['温馨', '欢乐']","[5.4, 4.2]",2,2
717,y6kjwrng89h7tas,英烈的岁月,1990,['战争' '剧情' '动作'],"['家国情怀', '牺牲和奉献', '战争与和平']","[10.0, 9.0, 8.0]",['感人'],[3.2],1,3
718,wufa69uwuhtog3y,天罗地网,1955,['战争' '剧情'],"['爱国主义', '民族自尊', '勇气与决心']","[10.0, 10.0, 9.0]","['爱国', '压迫', '敬意']","[4.5, 4.5, 4.0]",3,3
719,h6pmixmvq26fyyn,我的爸爸是森林之王,2017,['喜剧' '亲情' '儿童' '冒险' '动画'],"['成长与自我发现', '父子/父女', '家庭矛盾']","[10.0, 9.0, 9.0]","['感人', '欢乐']","[4.0, 3.5]",2,3
720,mzc00200y0msiko,埋伏,2011,['爱情'],"['民族自尊', '牺牲与奉献', '真爱与选择']","[10.0, 9.0, 8.0]","['爱国', '焦虑', '难过', '友爱']","[3.3, 3.3, 2.97, 2.97]",4,3
721,mzc00200h97lhuv,《你好，李焕英》独家纪录片,2021,['纪录片'],"['母子/母女', '成长与自我发现', '家庭矛盾']","[10.0, 9.0, 8.0]","['感人', '温馨']","[5.0, 4.0]",2,3
722,mzc00200owkcck4,月球陨落,2022,['灾难' '科幻'],"['困境与挑战', '冒险与挑战', '生死抉择']","[10.0, 10.0, 9.0]","['恐慌', '壮志', '绝望', '鼓舞', '痛苦']","[4.5, 4.5, 4.0, 4.0, 3.5]",5,3
723,ibftpi14i69hf9u,乐高蝙蝠侠大电影,2017,['冒险' '喜剧' '动画' '动作'],"['恶搞与搞笑', '家族支持与励志', '成长与自我发现']","[10.0, 9.0, 9.0]","['欢笑', '孤独']","[3.6, 2.4]",2,3
724,mzc002004byxdqc,喋血边境,,['犯罪' '动作'],"['保护与牺牲', '决策与后果', '团结与合作']","[10.0, 9.0, 8.0]",['悲痛'],[3.06],1,3
725,mzc00200eoo6a5s,新大头儿子和小头爸爸5：我的外星朋友,2022,['动画' '喜剧' '儿童' '家庭'],"['友谊与合作', '成长与自我发现', '探索与冒险']","[10.0, 9.0, 8.0]","['欢乐', '喜悦']","[4.5, 4.0]",2,3
726,e5ccu4n46f7gb75,天若有情,1990,['剧情' '爱情' '动作'],"['家庭矛盾', '真爱与选择', '信任']","[10.0, 9.0, 8.0]","['感人', '浪漫']","[2.97, 2.64]",2,3
727,mzc002001zd142s,白龙马之逆天之龙,,['奇幻' '爱情' '动作'],"['民族自尊', '爱国主义', '团结与支持']","[10.0, 9.0, 9.0]",['压迫'],[2.97],1,3
728,inyzlpgh5mctnte,勇闯夺命岛,1996,['冒险' '动作' '惊悚'],"['团结与合作', '勇气与决心', '牺牲和奉献']","[10.0, 9.0, 8.0]",[],[],0,3
729,mzc00200h5bpdgr,山海战纪2之怪兽之王,2021,['爱情' '动作' '奇幻' '亲情' '古装'],"['神话与传说', '古代文明与神秘力量']","[10.0, 9.0]",[],[],0,2
730,mzc00200qwi0hzz,巨蟒1,2021,['古装'],"['江湖武侠', '民族自尊', '爱国主义']","[10.0, 9.0, 8.0]",['压迫'],[2.31],1,3
731,2tq1tsh72l5n5h4,风雪大别山,1961,['战争' '剧情'],"['牺牲和奉献', '民族自尊', '革命斗争']","[10.0, 10.0, 10.0]","['感人', '自豪', '爱国']","[3.0, 3.0, 2.667]",3,3
732,mzc00200xwbc3k4,中国乒乓之绝地反击,2022,['运动' '剧情'],"['团结与合作', '民族自尊', '勇气与决心']","[10.0, 9.0, 9.0]",['荣耀'],[4.5],1,3
733,mzc00200shivov1,战火青春,2016,['战争' '剧情'],"['爱国主义', '民族自尊', '牺牲和奉献']","[10.0, 10.0, 9.0]","['痛苦', '悲伤']","[3.06, 2.38]",2,3
734,mzc00200mu0cw18,雄狮少年,2021,['剧情' '喜剧' '动画'],"['家族支持与励志', '成长与自我发现']","[10.0, 9.0]",[],[],0,2
735,l7frkleattlyyum,神鬼妙计,2003,['犯罪' '惊悚' '喜剧' '动作'],"['友谊与背叛', '黑暗幽默', '犯罪与黑帮']","[10.0, 9.0, 8.0]",[],[],0,3
736,zdg61fpdjwo9q8p,英雄之战,2014,['爱情' '动作'],"['民族自尊', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
737,3r3wrt9912zcoxk,黑暗天际,2013,['悬疑' '惊悚' '恐怖' '科幻'],"['真相与谎言', '生死抉择', '冒险与挑战']","[10.0, 9.0, 8.0]",[],[],0,3
738,2n0gjsfnpyvbin3,王牌特工：特工学院,2014,['搞笑' '动作' '喜剧' '冒险' '犯罪'],['保护与牺牲'],[10.0],['欢乐'],[2.97],1,1
739,mzc00200kharxoe,伏虎武松,2020,['剧情' '爱情' '动作' '武侠' '古装'],"['江湖武侠', '信任与背叛', '勇气与决心']","[10.0, 9.0, 9.0]","['壮志', '焦虑', '紧张', '敬意', '失落']","[4.5, 4.5, 4.0, 4.0, 3.5]",5,3
740,mzc002007blv9mj,神奇动物：邓布利多之谜,2022,['奇幻' '冒险'],"['团结与合作', '保护与牺牲', '勇气与决心']","[10.0, 9.0, 9.0]","['好奇', '友爱']","[3.06, 2.97]",2,3
741,z46ef2t37pfuojr,驯龙高手2,2014,['奇幻' '冒险' '动画' '动作'],"['成长与自我发现', '团结与合作', '家庭与团圆']","[10.0, 9.0, 9.0]",[],[],0,3
742,umf7l70syq4f3b7,贼性,1982,['剧情' '犯罪' '动作'],"['警察与犯罪', '犯罪与惩罚']","[10.0, 8.0]","['绝望', '无助']","[4.2, 3.6]",2,2
743,1cex6sgimo2hiy3,父辈的旗帜,2006,['战争' '剧情' '历史' '动作'],"['爱国主义', '民族自尊', '父子/父女']","[10.0, 10.0, 9.0]",['痛苦'],[2.38],1,3
744,8taoglu73bcpz3u,猫与桃花源,2018,['喜剧' '亲情' '家庭' '儿童' '冒险' '动画'],"['成长与自我发现', '亲情与成长']","[10.0, 9.0]","['欢乐', '温馨']","[4.5, 4.0]",2,2
745,haqdmmu3v542itv,天眼风云,2019,['战争' '剧情'],"['家国情怀', '民族自尊', '牺牲和奉献']","[10.0, 9.0, 8.0]","['压迫', '鼓舞', '残忍']","[4.5, 4.5, 4.0]",3,3
746,r2eatcdcv2deik5,急先锋,2020,['冒险' '喜剧' '动作'],"['团结与合作', '牺牲和奉献', '信任']","[10.0, 9.0, 9.0]",[],[],0,3
747,gfmdwy050xqp85e,终结者：黑暗命运,2019,['冒险' '剧情' '科幻' '动作'],"['人与机器的斗争', '科技与未来', '牺牲与奉献']","[10.0, 9.0, 8.0]",[],[],0,3
748,s2c3bwd9sfbyt2x,多此一女,1990,['剧情' '喜剧' '儿童'],"['家庭矛盾', '亲情与成长', '挑战传统观念']","[9.5, 9.0, 8.0]",,,0,3
749,mzc00200v1zrf97,海大鱼,2020,['剧情' '动作' '爱情' '奇幻' '悬疑' '惊悚' '古装'],"['民族自尊', '真爱与选择', '保护与牺牲']","[10.0, 9.0, 9.0]",['浪漫'],[2.64],1,3
750,clmjgh2o7363cc4,白雪公主之魔镜魔镜,2012,['搞笑' '剧情' '爱情' '奇幻' '喜剧' '冒险'],"['真爱与选择', '团结与合作', '恶搞与搞笑']","[10.0, 9.0, 8.0]",['嫉妒'],[2.4],1,3
751,p9mi2m35vkctifz,野人之雨林诀,2016,['战争' '剧情'],"['团结与合作', '生死抉择', '民族自尊']","[10.0, 9.0, 9.0]",[],[],0,3
752,316evgh5uum65hz,兵临城下之决战要塞,2010,['战争' '剧情' '历史' '动作'],"['牺牲和奉献', '民族自尊', '勇气与决心']","[10.0, 10.0, 9.0]","['自豪', '壮志', '痛苦']","[2.97, 2.64, 2.31]",3,3
753,mzc002008dkh8m5,激战游艇,2022,['犯罪' '动作'],"['保护与牺牲', '真相与谎言', '信任与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
754,14gpl5zhc0um0ue,联邦调整局,2011,['科幻' '悬疑' '爱情' '惊悚'],"['命运与抗争', '真爱与选择', '政治与权力']","[10.0, 9.0, 8.0]",[],[],0,3
755,1dkgyxxz9g6pz5r,魔镜奇缘2,2018,['奇幻' '冒险' '动画' '家庭'],"['成长与自我发现', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",['爱心'],[2.31],1,3
756,mzc002005qtw1d4,狼群,2022,['战争' '动作'],"['团结与合作', '牺牲和奉献', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
757,yb9dlibldkjybmy,玩命追踪,2011,['惊悚' '剧情' '犯罪' '动作'],"['团结与合作', '保护与牺牲', '勇气与决心']","[10.0, 9.0, 8.0]",['痛苦'],[2.72],1,3
758,f3fzm25euzzsfio,大白鲨3,1983,['惊悚' '灾难' '恐怖'],"['生存与挑战', '真相与谎言']","[10.0, 9.0]",['恐慌'],[7.0],1,2
759,mzc00200lojsjys,老师来了！,2022,['剧情' '喜剧' '励志'],"['成长与自我发现', '勇气与决心']","[10.0, 9.0]",[],[],0,2
760,hqbqtb966bky4y9,痛击,2010,['冒险' '剧情' '犯罪' '动作'],"['复仇与正义', '政治与权力', '犯罪与惩罚']","[10.0, 9.0, 8.0]","['绝望', '痛苦', '沉重']","[7.2, 6.4, 5.6]",3,3
761,mzc002008wq2yva,怪兽2:史前异种,2020,['冒险' '励志' '亲情' '动作'],"['团结与合作', '亲情与成长', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
762,mzc00200zw72lrg,毒刺入喉,2022,['犯罪' '动作'],"['牺牲和奉献', '团结与合作', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
763,yxo0zf7mwrhbnh2,暗剑,2018,['战争'],"['民族自尊', '爱国主义', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
764,opq82bnh2jjjlha,十二生肖,2012,['冒险' '喜剧' '动作' '搞笑'],"['团结与合作', '勇气与决心']","[10.0, 9.0]","['爱国', '欢乐', '鼓舞', '友爱', '紧张']","[3.6, 3.2, 2.8, 2.1, 2.1]",5,2
765,rali88m8udw2x0u,叶问,2008,['传记' '剧情' '历史' '动作'],"['民族自尊', '勇气与决心', '政治与权力']","[10.0, 10.0, 9.0]","['自豪', '壮志', '荣耀']","[3.6, 3.2, 2.8]",3,3
766,5wbdek6rhdur8pe,女人凶猛,2012,['惊悚' '剧情' '喜剧'],"['黑暗幽默', '女性力量与平等', '生活与选择']","[9.0, 9.0, 8.0]","['压抑', '痛苦', '焦虑', '欢乐']","[6.75, 6.0, 5.25, 2.0]",4,3
767,xhl5i4szadxc42g,罪途,2018,['悬疑' '剧情' '犯罪'],"['复仇与正义', '犯罪与惩罚']","[10.0, 8.0]",[],[],0,2
768,ke62g426xcu64zq,蓝精灵：寻找神秘村,2017,['奇幻' '喜剧' '家庭' '冒险' '动画'],"['团结与合作', '勇气与决心', '成长与自我发现']","[10.0, 9.0, 9.0]",[],[],0,3
769,p4wkakx91tf39gx,五朵金花,1959,['歌舞' '音乐' '爱情'],"['民族自尊', '真爱与选择', '团结与合作']","[10.0, 9.0, 8.0]",['感动'],[4.0],1,3
770,bnb06eqld28sgc4,开心超人2：启源星之战,2014,['冒险' '喜剧' '动画'],"['成长与自我发现', '友谊与合作', '勇气与决心']","[10.0, 9.0, 8.0]",['欢乐'],[3.6],1,3
771,mzc00200mw60fd9,九叔归来1,2020,['奇幻' '惊悚' '喜剧' '动作'],['悬疑与谜题'],[8.0],"['欢乐', '紧张']","[2.333, 2.333]",2,1
772,90d1e0gbf2eineh,霍比特人2：史矛革之战,2013,['奇幻' '冒险' '动作'],"['团结与合作', '勇气与决心', '友谊与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
773,mzc00200a7ghbkc,奇门遁甲,2020,['剧情' '动作' '奇幻' '冒险' '武侠' '古装'],"['武侠精神', '古代文明与神秘力量', '江湖武侠']","[10.0, 9.0, 8.0]","['好奇', '失落', '痛苦', '壮志', '愤怒', '鼓舞']","[3.6, 3.6, 3.2, 3.2, 2.8, 2.8]",6,3
774,mzc00200t18jckz,狂蟒惊魂,,['恐怖'],['恩怨情仇'],[10.0],"['好奇', '意外']","[4.5, 4.0]",2,1
775,mzc00200klmveln,四海,2022,['喜剧' '爱情' '动作'],"['父子/父女', '真爱与选择']","[10.0, 9.0]","['喜悦', '欢笑', '爱心']","[4.5, 4.5, 4.0]",3,2
776,bpf71f2alh415do,飓风奇劫,2018,['惊悚' '灾难' '犯罪' '动作'],"['家庭矛盾', '困境与挑战', '亲情与成长']","[10.0, 9.0, 9.0]",['恐慌'],[2.4],1,3
777,mzc00200a2ogija,迷失之城,2022,['冒险' '喜剧' '动作'],"['困境与挑战', '冒险与挑战', '生活与选择']","[10.0, 10.0, 9.0]",[],[],0,3
778,mzc00200dszoxim,超神保镖,2021,['冒险' '喜剧' '动作'],"['团结与合作', '保护与牺牲']","[10.0, 9.0]",[],[],0,2
779,2yns8i1rugld5f1,姐妹情仇,1990,['惊悚' '冒险' '动作'],"['友谊与背叛', '勇气与决心', '犯罪与惩罚']","[9.0, 9.0, 8.0]",[],[],0,3
780,porrg8osobrmvs8,蝴蝶效应,2004,['悬疑' '惊悚' '剧情' '科幻'],"['命运与抗争', '选择与后果', '梦境与现实']","[10.0, 9.0, 9.0]",,,0,3
781,ba4l99vukuzjanj,魁拔3：战神崛起,2014,['奇幻' '冒险' '动画' '动作'],"['民族自尊', '神话与传说', '勇气与决心']","[9.0, 9.0, 8.0]",[],[],0,3
782,c0wplx1n8tvvses,狂野人生,2007,['传记' '剧情' '爱情' '喜剧' '音乐'],"['成长与自我发现', '友谊与支持', '艺术与音乐']","[10.0, 9.0, 9.0]",[],[],0,3
783,p40n4dwdyjinbes,飓风营救2,2012,['剧情' '动作' '亲情' '惊悚' '犯罪'],"['家庭矛盾', '父子/父女', '困境与挑战']","[10.0, 9.0, 8.0]",[],[],0,3
784,laraofctuh3mh4q,绣春刀·修罗战场,2017,['剧情' '武侠' '动作' '古装'],"['信任与背叛', '江湖武侠', '武术精神']","[10.0, 9.0, 9.0]",[],[],0,3
785,1v1d6tnz4ugk7kg,反贪风暴4,2019,['悬疑' '剧情' '犯罪' '动作'],"['警察与犯罪', '犯罪与惩罚', '反腐斗争']","[10.0, 9.0, 8.0]",[],[],0,3
786,1hkj4kis0bxy1qw,半夜叫你别回头,2015,['恐怖' '搞笑' '喜剧' '悬疑' '惊悚'],"['恶搞与搞笑', '悬疑与谜题']","[10.0, 8.0]",[],[],0,2
787,6i34yx3wefnavyv,小小阳光,2013,['剧情' '爱情'],"['成长与自我发现', '家庭矛盾', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
788,nedq7rta36h2c80,黑白战场,2005,['剧情' '犯罪'],"['团结与合作', '牺牲和奉献', '警察与犯罪']","[10.0, 9.0, 8.0]",[],[],0,3
789,kfibkg5rcdo452p,007：幽灵党,2015,['犯罪' '惊悚' '冒险' '动作'],"['政治与权力', '复仇与正义', '牺牲和奉献']","[10.0, 9.0, 8.0]",[],[],0,3
790,mzc002003oja1ps,地底怪物,2022,['奇幻' '冒险' '亲情'],"['环境与自然', '生物突变', '灾难与生存']","[10.0, 9.0, 8.0]",[],[],0,3
