,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
229,mzc00200sf6xtmk,狙击之王：暗杀,,['犯罪' '喜剧' '动作'],"['反恐任务', '女性力量与平等', '正义与清明', '勇气与决断', '团队合作', '复仇与救赎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['反恐任务', '女性力量与平等', '正义', '清明', '勇气', '决断', '团队合作', '复仇', '救赎']","['现代', '危险', '勇敢', '热血', '青春', '军事', '挑战']","[3.0, 3.0, 2.667, 2.667, 2.333, 2.333, 2.333]"
230,cz2szzeahb8aj1k,复仇者联盟,2012,['奇幻' '冒险' '科幻' '动作'],"['团队合作', '英雄与责任', '勇气与决断', '牺牲与奉献', '友谊']","[10.0, 9.0, 8.0, 7.0, 7.0]","['团队合作', '英雄', '责任', '勇气', '决断', '牺牲', '奉献', '友谊']","['复仇', '英雄', '危险', '团队合作', '战斗']","[3.06, 2.97, 2.72, 2.64, 2.38]"
231,5z9gtdw6vtgh4s2,桥,2008,['战争' '历史'],"['青春与成长', '忠诚与承诺', '生死抉择', '勇气与决定', '团队合作']","[10.0, 9.0, 8.0, 8.0, 7.0]","['青春', '成长', '忠诚', '承诺', '生死抉择', '勇气', '决定', '团队合作']","['青春', '纳粹', '成长', '牺牲', '勇敢', '德国电影', '悲伤']","[2.997, 2.997, 2.664, 2.664, 2.331, 2.331, 2.331]"
232,2oaou6bi3anqp26,制裁特攻,2018,['犯罪' '惊悚' '动作'],"['正义与清明', '复仇与救赎', '暗杀与黑暗世界', '勇气与决断', '团队合作']","[10.0, 9.0, 7.0, 6.0, 5.0]","['正义', '清明', '复仇', '救赎', '暗杀与黑暗世界', '勇气', '决断', '团队合作']","['勇敢', '特工', '阴谋', '英雄', '现代', '复仇', '团队合作', '危险']","[3.0, 3.0, 3.0, 2.666, 2.666, 2.666, 2.333, 2.333]"
233,q5ze3rykjjgrev9,半条命3-特种兵之战,2016,['剧情' '动作'],"['困境与挑战', '勇气与决断', '团队合作', '军事行动', '正义与清明']","[10.0, 9.0, 8.0, 7.0, 5.0]","['困境', '挑战', '勇气', '决断', '团队合作', '军事行动', '正义', '清明']","['复仇', '特工', '危险', '现代', '阴谋']","[4.5, 4.0, 4.0, 3.5, 3.5]"
234,mzc00200ro10p4o,小美人鱼,2023,['奇幻' '歌舞' '冒险' '爱情'],"['牺牲与奉献', '真爱与选择', '信任与背叛', '勇气与决定', '成长与自我发现', '宽容与包容']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['牺牲', '奉献', '真爱', '选择', '信任', '背叛', '勇气', '决定', '成长与自我发现', '宽容', '包容']","['牺牲', '悲伤', '失去']","[2.7, 2.4, 2.1]"
235,hwqubwf3mo66y64,精灵旅社2,2015,['奇幻' '喜剧' '动画' '家庭'],"['亲情与成长', '接受与包容', '父子/父女', '友谊']","[10.0, 9.0, 8.0, 7.0]","['亲情', '成长', '接受', '包容', '父子/父女', '友谊']","['成长', '欢乐', '幸福']","[6.75, 6.0, 5.25]"
236,mzc002005p0jk8v,名侦探柯南：万圣节的新娘,,['悬疑' '动画' '动作'],"['困境与挑战', '警察与侦探', '正义与清明', '犯罪与黑帮', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0]","['困境', '挑战', '警察', '侦探', '正义', '清明', '犯罪', '黑帮', '勇气', '决定']","['英雄', '团队合作', '勇敢', '复仇', '危险', '阴谋']","[3.2, 2.8, 2.4, 1.6, 1.2, 1.0]"
237,mzc00200c585xnu,不止不休,2020,['剧情'],"['成长与自我发现', '勇敢面对困境']","[9.0, 8.0]","['成长与自我发现', '勇敢面对困境']","['勇气', '鼓舞', '乐观', '焦虑', '失落', '无助']","[5.4, 4.8, 4.2, 3.2, 2.8, 2.4]"
238,m5zzglrbt5zdv6d,叶问4,2019,['传记' '剧情' '动作' '武侠' '历史'],"['武术传承', '民族荣誉', '师徒关系', '勇气与决定', '传统与现代', '正义与清明']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['武术传承', '民族荣誉', '师徒关系', '勇气', '决定', '传统', '现代', '正义', '清明']","['爱国', '勇敢', '歧视', '压迫', '中国电影', '挑战']","[5.4, 4.8, 0.7, 0.6, 0.5, 0.5]"
239,1o29ui77e85grdr,肖申克的救赎,1994,['剧情' '励志' '犯罪'],"['自由与救赎', '信任', '希望与坚持']","[10.0, 9.0, 8.0]","['自由', '救赎', '信任', '希望', '坚持']","['勇气', '希望', '幸福', '回忆', '压抑', '平静', '绝望', '温暖', '悲痛']","[3.6, 3.2, 2.8, 2.4, 2.4, 2.1, 2.1, 1.8, 1.8]"
240,6h70w1t6erhbbkx,蜘蛛侠,2002,['动作' '惊悚' '科幻' '冒险' '犯罪'],"['成长与自我发现', '英雄与责任', '人性', '英雄与责任', '爱情与牺牲', '信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '英雄', '责任', '人性', '爱情', '牺牲', '信任']","['复仇', '英雄', '成长', '危险', '勇敢']","[3.06, 2.97, 2.64, 2.38, 2.31]"
241,mzc00200fwbilts,不老山异事,2022,['悬疑' '惊悚' '冒险'],"['神秘与恐惧', '阴阳冲突', '民间信仰', '奇门遁甲', '探索与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]","['神秘', '恐惧', '阴阳冲突', '民间信仰', '奇门遁甲', '探索', '冒险']","['危险', '探险', '阴谋', '复仇', '成长', '青春']","[2.7, 2.4, 2.4, 2.4, 2.1, 2.1]"
242,mzc00200cpg1ig3,蛇王2021,2021,['冒险' '动作' '灾难' '科幻' '惊悚'],['生存与挑战'],[10.0],"['生存', '挑战']","['团队合作', '现代', '勇敢', '自然', '危险']","[2.7, 2.7, 2.4, 2.4, 2.4]"
243,36t1wi1qri4h2ej,夺命五头鲨,2017,['惊悚' '恐怖' '科幻'],"['生存与挑战', '生死抉择', '挑战']","[10.0, 9.0, 8.0]","['生存', '挑战', '生死抉择']","['恐惧', '惨烈', '残暴']","[9.0, 8.0, 7.0]"
244,rj5vksslchkvh63,猪猪侠·不可思议的世界,2019,['冒险' '喜剧' '动画'],"['成长与自我发现', '信任', '勇敢面对困境', '真诚与友谊', '儿童与成长']","[10.0, 9.0, 8.0, 7.0, 5.0]","['成长与自我发现', '信任', '勇敢面对困境', '真诚', '友谊', '儿童', '成长']","['欢乐', '快乐', '治愈']","[4.5, 4.0, 3.5]"
245,mzc0020012faram,迷你特工队之拯救恐龙王,2020,['动画'],"['友情与信任', '团队合作', '勇敢面对困境', '儿童与成长', '环保意识']","[10.0, 9.0, 8.0, 7.0, 5.0]","['友情', '信任', '团队合作', '勇敢面对困境', '儿童', '成长', '环保意识']","['特工', '危险', '团队合作', '阴谋', '外星势力', '英雄']","[3.06, 3.06, 2.97, 2.72, 2.38, 2.31]"
246,mzc00200nfpfnid,哆啦A梦：伴我同行2,2020,['剧情' '动画'],"['友谊', '儿童与成长', '忠诚与承诺', '科技与未来', '自我与成长', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['友谊', '儿童', '成长', '忠诚', '承诺', '科技', '未来', '自我', '勇气', '冒险']","['成长', '治愈', '悲伤', '挑战', '日本', '失去']","[3.2, 2.8, 1.2, 1.0, 0.8, 0.8]"
247,zs00407pub6w7n6,少林叛徒,1977,['悬疑' '武侠' '动作'],"['信任与背叛', '师徒关系', '武术传承', '正义与邪恶', '正义与清明', '江湖武侠']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['信任', '背叛', '师徒关系', '武术传承', '正义', '邪恶', '清明', '江湖武侠']","['勇敢', '团队合作', '阴谋', '成长', '复仇', '危险']","[3.3, 2.97, 2.97, 2.64, 2.64, 2.31]"
248,mzc00200uf2vwkp,九叔归来2,2021,['惊悚' '喜剧' '动作'],"['友情与信任', '团队合作', '勇敢面对困境']","[9.0, 8.0, 6.0]","['友情', '信任', '团队合作', '勇敢面对困境']","['团队合作', '近代', '诡异', '阴谋']","[2.4, 2.4, 2.4, 1.8]"
249,mzc00200b3hvcjq,误杀2,2021,['剧情' '犯罪'],"['家庭矛盾与和解', '道义与法律', '自我救赎', '父爱', '人性', '法律与正义']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['家庭矛盾与和解', '道义', '法律', '自我救赎', '父爱', '人性', '正义']","['院线', '复仇', '危险']","[4.5, 3.5, 3.5]"
250,3j6v0bpyyudipae,黑鹰坠落,2001,['战争' '剧情' '历史' '动作'],"['团队合作', '牺牲与奉献', '勇气与决定', '军事行动', '民族荣誉']","[9.5, 9.0, 8.5, 7.5, 7.0]","['团队合作', '牺牲', '奉献', '勇气', '决定', '军事行动', '民族荣誉']","['牺牲', '英雄', '战斗', '勇敢', '团队合作', '惨烈']","[3.06, 2.97, 2.72, 2.64, 2.64, 2.38]"
251,1902rza0d5zclyt,海市蜃楼,2018,['剧情' '爱情' '科幻' '悬疑' '惊悚'],"['记忆与现实', '时间错乱', '失忆', '真相与谎言']","[9.0, 8.0, 8.0, 7.0]","['记忆', '现实', '时间错乱', '失忆', '真相', '谎言']","['时空', '平行宇宙', '恐慌', '脑洞', '焦虑']","[4.5, 4.0, 4.0, 3.5, 3.5]"
252,3o56brnhunm5bwx,西游记之大圣归来,2015,['奇幻' '剧情' '动画'],"['传统与现代', '成长与自我发现', '勇气与决定', '真诚与友谊', '文化冲突', '适应与融入']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['传统', '现代', '成长与自我发现', '勇气', '决定', '真诚', '友谊', '文化冲突', '适应', '融入']","['妖王', '成长', '危险', '英雄', '经典', '阴谋']","[3.06, 2.97, 2.72, 2.64, 2.38, 2.38]"
253,5h9ee07nbsaaddi,恐龙当家,2015,['冒险' '喜剧' '动画' '家庭'],"['友情与成长', '勇气与决心', '家庭与团圆']","[10.0, 9.0, 8.0]","['友情', '成长', '勇气', '决心', '家庭', '团圆']","['友谊', '成长', '勇敢', '萌宠', '生离死别', '危险', '失落']","[4.0, 3.6, 3.2, 2.4, 2.4, 2.1, 1.8]"
254,we0v1e4gwbyz0et,哈利·波特与密室,2002,['奇幻' '冒险' '悬疑'],"['友谊', '勇气', '魔法世界', '成长与挑战', '信任与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0]","['友谊', '勇气', '魔法世界', '成长', '挑战', '信任', '背叛']","['成长', '勇敢', '团队合作', '魔幻', '危险', '探险', '奇幻冒险', '密室', '伏地魔']","[3.6, 3.2, 3.2, 1.6, 1.6, 1.4, 1.4, 1.4, 1.4]"
255,71bctb897dwx46m,金刚：骷髅岛,2017,['奇幻' '冒险' '动作' '科幻'],"['人类与自然的关系', '生存与挑战', '勇气与冒险', '团队合作', '神秘与恐惧', '探索与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['人类与自然的关系', '生存', '挑战', '勇气', '冒险', '团队合作', '神秘', '恐惧', '探索']","['怪兽', '危险', '团队合作', '勇敢', '阴谋']","[3.06, 3.06, 2.64, 2.64, 2.04]"
256,777ghazyu5gty9r,逃学威龙2,1992,['喜剧' '搞笑'],"['友谊', '青春与成长', '困境与挑战', '教育', '成长与自我发现']","[9.5, 9.0, 8.5, 8.0, 7.5]","['友谊', '青春', '成长', '困境', '挑战', '教育', '成长与自我发现']","['欢乐', '喜悦', '幽默', '无助', '焦虑', '紧张']","[4.5, 4.0, 3.5, 3.5, 3.0, 2.5]"
257,mzc00200mnqbh32,山海经之小人国,2018,['冒险' '动画' '儿童' '家庭'],"['成长与自我发现', '友谊', '勇气与决定', '正义与邪恶', '团队合作']","[10.0, 9.0, 8.0, 7.0, 5.0]","['成长与自我发现', '友谊', '勇气', '决定', '正义', '邪恶', '团队合作']","['勇气', '友爱']","[9.0, 7.0]"
258,84cu4uxrkzi0e60,狂暴巨兽,2018,['冒险' '灾难' '科幻' '动作'],['生存与挑战'],[10.0],"['生存', '挑战']","['团队合作', '怪兽', '危险', '勇敢', '阴谋']","[2.7, 2.7, 2.7, 2.4, 2.1]"
259,mzc00200zqstnl7,黑豹2,,['科幻' '冒险' '剧情' '动作'],"['科技与未来', '女性力量与平等', '团结与支持', '政治与权力']","[10.0, 9.0, 8.0, 7.0]","['科技', '未来', '女性力量与平等', '团结', '支持', '政治', '权力']","['英雄', '团队合作', '阴谋', '成长', '现代', '危险', '复仇']","[2.97, 2.64, 2.64, 2.31, 2.31, 2.31, 1.98]"
260,uwc5bonfpywnhyw,海豹突击队,2008,['剧情' '动作'],"['反恐任务', '团队合作', '忠诚与承诺', '勇气与决定', '军事行动']","[10.0, 10.0, 9.0, 9.0, 9.0]","['反恐任务', '团队合作', '忠诚', '承诺', '勇气', '决定', '军事行动']","['勇气', '兄弟之情', '绑架', '荣耀', '海军', '危险', '敬意', '团队精神', '挑战']","[2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31, 2.04, 2.04]"
261,mzc0020071bvuoe,魅影狂花,,['爱情' '动作'],"['女性力量与平等', '复仇与救赎', '友谊', '成长与自我发现', '忠诚与承诺', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['女性力量与平等', '复仇', '救赎', '友谊', '成长与自我发现', '忠诚', '承诺', '真相', '谎言']","['平静', '压抑', '愤怒', '绝望', '勇气', '痛苦', '友爱']","[5.0, 5.0, 4.5, 4.0, 3.6, 3.5, 3.2]"
262,4zjqix14x3nyntt,赛车总动员3：极速挑战,2017,['冒险' '喜剧' '动画'],"['汽车文化', '成长与自我发现', '真诚与友谊', '乐观向上', '团队合作']","[10.0, 9.0, 8.0, 7.0, 7.0]","['汽车文化', '成长与自我发现', '真诚', '友谊', '乐观向上', '团队合作']","['决心', '勇气', '鼓舞', '友谊', '挑战', '竞技', '失落', '科技', '退休']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
263,egtq4vion0bv48w,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,2016,['奇幻' '冒险' '动画'],"['友谊', '成长与自我发现', '人类与机器人的关系', '勇气与决定', '爱与关怀']","[10.0, 9.0, 8.0, 7.0, 5.0]","['友谊', '成长与自我发现', '人类与机器人的关系', '勇气', '决定', '爱与关怀']","['团队合作', '治愈']","[4.8, 4.2]"
264,mzc00200iqbbtj2,星光,,['短片' '公益' '剧情'],"['公益与救助', '家庭与团圆', '自我成长与挑战', '希望与坚持', '社会责任与关爱', '传递爱心']","[10.0, 9.0, 8.0, 8.0, 8.0, 8.0]","['公益', '救助', '家庭', '团圆', '自我成长与挑战', '希望', '坚持', '社会责任与关爱', '传递爱心']","['爱心', '成长']","[5.0, 4.0]"
265,hz9rig11i48d82k,6级暴逃,2006,['犯罪' '冒险' '动作'],['困境与挑战'],[10.0],"['困境', '挑战']","['德国电影', '勇敢', '危险', '特工', '阴谋', '团队合作']","[3.0, 2.667, 2.667, 2.333, 2.333, 2.0]"
266,l9vxrwfdjcw1q4g,速度与激情8,2017,['惊悚' '冒险' '犯罪' '动作'],"['家庭与团圆', '重拾信任', '信任', '自我救赎', '团队合作']","[10.0, 9.0, 9.0, 8.0, 7.0]","['家庭', '团圆', '重拾信任', '信任', '自我救赎', '团队合作']","['团队合作', '现代', '危险']","[2.97, 2.97, 2.64]"
267,9e5hjtvqupqirv9,哈利·波特与凤凰社,2007,['奇幻' '冒险' '悬疑'],"['正义与邪恶', '团结', '信念与勇气', '忠诚与承诺', '魔法与传说', '成长与自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['正义', '邪恶', '团结', '信念', '勇气', '忠诚', '承诺', '魔法', '传说', '成长与自我发现']","['成长', '团队合作', '勇敢', '挑战', '危险', '阴谋']","[3.6, 3.2, 3.2, 1.6, 1.4, 1.4]"
268,vujz34qxqt9en53,最后的巫师猎人,2015,['奇幻' '冒险' '动作' '惊悚'],"['人类与魔法生物的冲突', '正义与邪恶', '信任与背叛']","[9.0, 8.0, 7.0]","['人类与魔法生物的冲突', '正义', '邪恶', '信任', '背叛']","['危险', '英雄', '魔幻', '阴谋', '勇敢']","[2.72, 2.64, 2.38, 2.38, 2.31]"
269,mzc00200zlh907s,人生大事,2022,['剧情' '家庭'],"['家庭与团圆', '成长与自我发现', '道义与法律', '忠诚与承诺', '勇气与决定']","[9.0, 8.0, 7.0, 6.0, 5.0]","['家庭', '团圆', '成长与自我发现', '道义', '法律', '忠诚', '承诺', '勇气', '决定']","['成长', '勇敢', '悲伤', '院线', '失去', '中国电影', '战斗']","[3.6, 3.2, 2.7, 2.4, 2.4, 2.1, 2.1]"
270,mxwqna0wtgezxzk,逃学威龙,1991,['爱情' '喜剧' '动作' '搞笑'],"['青春与成长', '友谊', '校园生活', '自我发现', '成长与挑战', '教育']","[9.0, 9.0, 8.0, 8.0, 8.0, 8.0]","['青春', '成长', '友谊', '校园生活', '自我发现', '挑战', '教育']","['欢乐', '喜悦', '幽默']","[9.0, 9.0, 8.0]"
271,babks6vmrn25n9c,哥斯拉大战金刚,2021,['冒险' '科幻' '动作'],"['人类与自然的关系', '生存与挑战', '英雄与责任', '勇气与决定', '人类与魔法生物的冲突', '正义与邪恶']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['人类与自然的关系', '生存', '挑战', '英雄', '责任', '勇气', '决定', '人类与魔法生物的冲突', '正义', '邪恶']","['院线', '危险', '英雄', '挑战', '破坏', '战斗']","[2.997, 2.997, 2.664, 2.664, 2.331, 1.998]"
272,mzc00200kzadcff,龙马精神,2022,['剧情' '喜剧' '动作'],"['父子/父女', '自我成长', '亲情与成长', '勇气与冒险', '困境与挑战']","[10.0, 9.0, 8.0, 8.0, 7.0]","['父子/父女', '自我成长', '亲情', '成长', '勇气', '冒险', '困境', '挑战']","['喜悦', '勇气', '鼓舞']","[5.4, 4.8, 4.2]"
273,8s49xy13vfyjwt9,武林志,1983,['剧情' '武侠' '动作'],"['忠诚与团结', '江湖武侠', '传统与现代', '师徒关系', '武术传承', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['忠诚', '团结', '江湖武侠', '传统', '现代', '师徒关系', '武术传承', '勇气', '决定']","['爱国', '勇猛', '战斗', '老电影', '挑战']","[4.0, 3.2, 1.4, 1.2, 1.2]"
274,7wq86ys99hc01pp,精灵旅社3：疯狂假期,2018,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],"['家庭与团圆', '友谊', '成长与自我发现', '乐观向上', '文化交流']","[10.0, 9.0, 8.0, 7.0, 5.0]","['家庭', '团圆', '友谊', '成长与自我发现', '乐观向上', '文化交流']","['欢乐', '治愈', '友爱']","[4.5, 4.0, 3.5]"
275,3xk72twalaqaku0,鬼吹灯之寻龙诀,2015,['剧情' '动作' '奇幻' '悬疑' '冒险'],"['探险精神', '古墓探险', '历史与文明', '文化与传承', '信任', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['探险精神', '古墓探险', '历史', '文明', '文化', '传承', '信任', '勇气', '决心']","['恐惧', '探险', '危险', '挑战', '友谊', '勇气']","[3.06, 2.72, 2.72, 2.38, 2.31, 1.98]"
276,mzc0020054n0bmo,魔法满屋,2021,['奇幻' '歌舞' '动画'],"['信任', '成长与自我发现', '勇气与决心', '音乐与舞蹈', '梦想与努力']","[10.0, 9.0, 8.0, 7.0, 6.0]","['信任', '成长与自我发现', '勇气', '决心', '音乐', '舞蹈', '梦想', '努力']","['治愈', '友情', '成长']","[5.4, 4.8, 4.2]"
277,y05hg2qd2l2zdfr,战上海,1959,['战争' '剧情'],"['爱国主义', '信念与坚持', '爱国情怀', '抗日战争', '勇敢抵抗', '爱国与敌人斗争']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['爱国主义', '信念', '坚持', '爱国情怀', '抗日战争', '勇敢抵抗', '爱国与敌人斗争']","['老电影', '革命', '爱国', '中国电影', '挑战']","[3.06, 2.97, 2.64, 2.38, 2.38]"
278,o0f74f0c3ko4yvl,隧道尽头,2016,['悬疑' '惊悚' '剧情' '犯罪'],"['困境与挑战', '信任与背叛', '勇气与决定', '道义与法律', '警察与侦探']","[10.0, 9.0, 8.0, 7.0, 6.0]","['困境', '挑战', '信任', '背叛', '勇气', '决定', '道义', '法律', '警察', '侦探']","['危险', '阴谋']","[4.5, 4.0]"
279,3a4nqq7sz38l8dy,无敌鸳鸯腿,1989,['武侠' '动作'],"['武侠精神', '师徒关系', '正义与邪恶', '勇气与决心', '传统武术', '信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['武侠精神', '师徒关系', '正义', '邪恶', '勇气', '决心', '传统武术', '信任']","['勇气', '希望', '童年记忆', '恶霸', '中国电影', '痛苦', '欺压']","[3.6, 3.2, 2.7, 2.7, 2.4, 2.4, 2.1]"
280,usn93zzxuhn26xl,撞车,2004,['惊悚' '剧情' '伦理' '犯罪'],"['种族歧视与平等', '冲突与和解', '人性', '信任与背叛', '社会责任与关爱', '道义与法律']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['种族歧视与平等', '冲突', '和解', '人性', '信任', '背叛', '社会责任与关爱', '道义', '法律']","['警匪', '阴谋', '美国电影', '危险']","[4.0, 4.0, 3.5, 3.5]"
